"","spoilage_type","scenario","day","mean","sd"
"1203","spore","TB_WorstPPCVSL434_CT","13",2.16840031760952,1.71174170004037
"1204","spore","TB_WorstPPCVSL434_CT","14",2.61686272353629,1.81181758822293
"1205","spore","TB_WorstPPCVSL434_CT","15",3.06835500779503,1.83784916268801
"1206","spore","TB_WorstPPCVSL434_CT","16",3.50914975364185,1.79642810215071
"1207","spore","TB_WorstPPCVSL434_CT","17",3.92608168109547,1.72658660395517
"1208","spore","TB_WorstPPCVSL434_CT","18",4.3241844172254,1.65167588823009
"1209","spore","TB_WorstPPCVSL434_CT","19",4.68158725220089,1.55621412585024
"1210","spore","TB_WorstPPCVSL434_CT","20",4.9847712369534,1.43488750879019
"1211","spore","TB_WorstPPCVSL434_CT","21",5.25797516670065,1.31278174456006
"1212","spore","TB_WorstPPCVSL434_CT","22",5.51797413850124,1.20149524830764
"1213","spore","TB_WorstPPCVSL434_CT","23",5.76602121431964,1.10760692877197
"1214","spore","TB_WorstPPCVSL434_CT","24",5.99358072707421,1.02989059432554
"1215","spore","TB_WorstPPCVSL434_CT","25",6.17797393857071,0.954390574699589
"1216","spore","TB_WorstPPCVSL434_CT","26",6.31395894274232,0.873611457522529
"1217","spore","TB_WorstPPCVSL434_CT","27",6.42064479456893,0.804521866010334
"1218","spore","TB_WorstPPCVSL434_CT","28",6.49607850253675,0.746129594138334
"1219","spore","TB_WorstPPCVSL434_CT","29",6.5456689781913,0.702458816879885
"1220","spore","TB_WorstPPCVSL434_CT","30",6.58698802363967,0.680789188656357
"1221","spore","TB_WorstPPCVSL434_CT","31",6.62253855542078,0.683095798818847
"1222","spore","TB_WorstPPCVSL434_CT","32",6.6452641470512,0.692626058532119
"1223","spore","TB_WorstPPCVSL434_CT","33",6.65958801851011,0.702315519705062
"1224","spore","TB_WorstPPCVSL434_CT","34",6.66851714285714,0.712812956279038
"1225","spore","TB_WorstPPCVSL434_CT","35",6.66851714285714,0.712812956279038
"1226","spore","TB_WorstPPCVSL434_LT","1",-1.91546840914236,0.888898532480075
"1227","spore","TB_WorstPPCVSL434_LT","2",-1.87003984769831,0.903800210763198
"1228","spore","TB_WorstPPCVSL434_LT","3",-1.77521821666498,0.94872879298199
"1229","spore","TB_WorstPPCVSL434_LT","4",-1.64581717500815,1.03184846447444
"1230","spore","TB_WorstPPCVSL434_LT","5",-1.49563275773701,1.1696792589512
"1231","spore","TB_WorstPPCVSL434_LT","6",-1.32407944414426,1.35056115459996
"1232","spore","TB_WorstPPCVSL434_LT","7",-1.13286753141849,1.54365903096075
"1233","spore","TB_WorstPPCVSL434_LT","8",-0.935761949170056,1.68044773688612
"1234","spore","TB_WorstPPCVSL434_LT","9",-0.727308716985203,1.79446922783129
"1235","spore","TB_WorstPPCVSL434_LT","10",-0.504478011797686,1.92025862028612
"1236","spore","TB_WorstPPCVSL434_LT","11",-0.272762070491952,2.03406909600339
"1237","spore","TB_WorstPPCVSL434_LT","12",-0.0360174374747367,2.1496019515859
"1238","spore","TB_WorstPPCVSL434_LT","13",0.210044799284579,2.25040115097299
"1239","spore","TB_WorstPPCVSL434_LT","14",0.45881962554489,2.35428476002298
"1240","spore","TB_WorstPPCVSL434_LT","15",0.706572091474501,2.46204311877252
"1241","spore","TB_WorstPPCVSL434_LT","16",0.944913776966189,2.55362103788729
"1242","spore","TB_WorstPPCVSL434_LT","17",1.17896422179132,2.6398471839946
"1243","spore","TB_WorstPPCVSL434_LT","18",1.40362044491498,2.71158970179368
"1244","spore","TB_WorstPPCVSL434_LT","19",1.61597275575453,2.76404140264667
"1245","spore","TB_WorstPPCVSL434_LT","20",1.82204565349751,2.81054588880935
"1246","spore","TB_WorstPPCVSL434_LT","21",2.01979526486646,2.84972895602789
"1247","spore","TB_WorstPPCVSL434_LT","22",2.20635362739349,2.87707859841407
"1248","spore","TB_WorstPPCVSL434_LT","23",2.38232409999106,2.89296589925402
"1249","spore","TB_WorstPPCVSL434_LT","24",2.55829457258863,2.91618038871509
"1250","spore","TB_WorstPPCVSL434_LT","25",2.7354427403799,2.94357979732669
"1251","spore","TB_WorstPPCVSL434_LT","26",2.90834913616045,2.9708968708305
"1252","spore","TB_WorstPPCVSL434_LT","27",3.06930230622152,2.98950183931693
"1253","spore","TB_WorstPPCVSL434_LT","28",3.22440802275304,3.00507515300576
"1254","spore","TB_WorstPPCVSL434_LT","29",3.36956806552559,3.01211293752473
"1255","spore","TB_WorstPPCVSL434_LT","30",3.50410411522205,3.01001234984246
"1256","spore","TB_WorstPPCVSL434_LT","31",3.63666031192903,3.01076412836874
"1257","spore","TB_WorstPPCVSL434_LT","32",3.76481975404163,3.00968947812953
"1258","spore","TB_WorstPPCVSL434_LT","33",3.88842885709053,3.00824008757254
"1259","spore","TB_WorstPPCVSL434_LT","34",3.99970812719087,3.00115048938303
"1260","spore","TB_WorstPPCVSL434_LT","35",4.10172487771301,2.98943352055518
