"","scenario","day","mean","sd"
"330","NB_MeanSpoilType_LT","15",2.36963865554332,3.23265004005657
"331","NB_MeanSpoilType_LT","16",2.49722007201531,3.26675114261697
"332","NB_MeanSpoilType_LT","17",2.61819937542524,3.29500730354641
"333","NB_MeanSpoilType_LT","18",2.73288446174629,3.32091133915324
"334","NB_MeanSpoilType_LT","19",2.83984950178055,3.3426766387766
"335","NB_MeanSpoilType_LT","20",2.93986847672116,3.36040977290469
"336","NB_MeanSpoilType_LT","21",3.03300429998668,3.37337941988274
"337","NB_MeanSpoilType_LT","22",3.11989542345197,3.38353865713547
"338","NB_MeanSpoilType_LT","23",3.2048107585551,3.39333837369908
"339","NB_MeanSpoilType_LT","24",3.28688967046533,3.40369397897468
"340","NB_MeanSpoilType_LT","25",3.36683642456877,3.41395324666193
"341","NB_MeanSpoilType_LT","26",3.44338137940839,3.42260899756109
"342","NB_MeanSpoilType_LT","27",3.51613146051282,3.43005622529599
"343","NB_MeanSpoilType_LT","28",3.58571626955116,3.43473908833999
"344","NB_MeanSpoilType_LT","29",3.65004729461386,3.43658641315621
"345","NB_MeanSpoilType_LT","30",3.71058578073717,3.43781512130675
"346","NB_MeanSpoilType_LT","31",3.76851037007404,3.43968990011016
"347","NB_MeanSpoilType_LT","32",3.82290986679102,3.44081352240679
"348","NB_MeanSpoilType_LT","33",3.87378343591964,3.44049548337285
"349","NB_MeanSpoilType_LT","34",3.92144305676734,3.44030438544304
"350","NB_MeanSpoilType_LT","35",3.966294134176,3.43990083274355
"351","NB_WorstPPCVSL434_CT","1",-0.797470996401387,0.898338268355305
"352","NB_WorstPPCVSL434_CT","2",0.344932749418192,1.25956079469496
"353","NB_WorstPPCVSL434_CT","3",2.37244132039456,1.91724708680688
"354","NB_WorstPPCVSL434_CT","4",4.12624716175065,2.89900796564639
"355","NB_WorstPPCVSL434_CT","5",4.88912360292249,2.79684073334899
"356","NB_WorstPPCVSL434_CT","6",5.53007747742345,2.61499446998423
"357","NB_WorstPPCVSL434_CT","7",6.12244446974387,2.4874279531821
"358","NB_WorstPPCVSL434_CT","8",6.57949121612627,2.36594490090863
"359","NB_WorstPPCVSL434_CT","9",6.89884643745324,2.23534280973996
"360","NB_WorstPPCVSL434_CT","10",7.11215904762812,2.11471875025819
"361","NB_WorstPPCVSL434_CT","11",7.23789998353533,1.99556430282466
"362","NB_WorstPPCVSL434_CT","12",7.31745833359946,1.86825481592113
"363","NB_WorstPPCVSL434_CT","13",7.38135977768321,1.73874800772458
"364","NB_WorstPPCVSL434_CT","14",7.43926281708628,1.6138165939693
"365","NB_WorstPPCVSL434_CT","15",7.49549440279729,1.48329803879465
"366","NB_WorstPPCVSL434_CT","16",7.54979778523166,1.35202123787602
"367","NB_WorstPPCVSL434_CT","17",7.59838145124532,1.2323615012275
"368","NB_WorstPPCVSL434_CT","18",7.63926611297879,1.12751811674264
"369","NB_WorstPPCVSL434_CT","19",7.67601158728711,1.03257826639925
"370","NB_WorstPPCVSL434_CT","20",7.7103726529255,0.946396850049538
"371","NB_WorstPPCVSL434_CT","21",7.74103522206106,0.871162771534542
"372","NB_WorstPPCVSL434_CT","22",7.76559280649831,0.809750611118359
"373","NB_WorstPPCVSL434_CT","23",7.7843254836684,0.76055611695359
"374","NB_WorstPPCVSL434_CT","24",7.79763978971105,0.7236050231274
"375","NB_WorstPPCVSL434_CT","25",7.80682407862483,0.69643704518906
