"","lag","mumax","LOG10N0","LOG10Nmax"
"R100084bioone",1.52014341799736,0.0681439130353121,4.05007461825603,8.21003146625
"R100990bioone",39.9267441741833,0.0521453396085069,3.08342008215875,7.879318551375
"R103286bioone",7.28125670723975,0.0835317891675086,3.88619342474686,8.68108828488889
"R102381bioone",40.5330725167605,0.0753355275147318,3.7879298820615,7.131492251375
