"Isolate","gomp","lag","mumax","LOG10N0","LOG10Nmax"
FSL R10-0056,c(lag = -1279.68430441532, mumax = -13.8832325794516, LOG10N0 = 4.28354721588045, LOG10Nmax = 8.39533894517143),21.6699037078799,0.106578436765949,3.63032601519221,8.39542780177778
FSL R10-0084,c(lag = -0.692338933845245, mumax = 0.106168450360938, LOG10N0 = 3.25805542664368, LOG10Nmax = 8.14624785412417),-17885984.2930261,0.0829124359257493,-569914.421051633,8.01537782112622
FSL R10-0701 ,c(lag = 12.9819288329021, mumax = 0.140972983072236, LOG10N0 = 3.4836406088919, LOG10Nmax = 8.37500554098535),-7048204.57658088,0.0956119084368365,-261082.904166439,8.2843129720747
FSL R10-0908,c(lag = 259.459291105991, mumax = 0.0718296350913362, LOG10N0 = 6.22885987406095, LOG10Nmax = 6.7388437227585),49.0757940666717,0.181765015639187,3.628006591,7.82438789670833
FSL R10-0990,c(lag = 24.6103161711854, mumax = 0.0831724450616243, LOG10N0 = 3.01108964570397, LOG10Nmax = 7.7365223539859),22.5857963802902,0.0760952685886115,3.11250918095171,7.38677472583333
FSL R10-1181,c(lag = -13.1516296463704, mumax = 0.0763995286212808, LOG10N0 = 2.48944227097373, LOG10Nmax = 9.04223136914983),6.07906659981523,0.0686014966033243,3.26621992905348,8.072348537
FSL R10-1344,c(lag = 12.5593046462002, mumax = 0.132998318853494, LOG10N0 = 2.7765382609238, LOG10Nmax = 8.89125769828886),5.91451224169232,0.106979685370869,2.90521332638891,8.59660004145833
FSL R10-1432,c(lag = 7.12560410816963, mumax = 0.14391016203789, LOG10N0 = 3.23297915162568, LOG10Nmax = 8.02476352238091),-59931652.7394053,0.0949384503621294,-2013131.6666039,8.01084040948992
FSL R10-2381,c(lag = 22.6010787199726, mumax = 0.0981834440964757, LOG10N0 = 3.26722046827572, LOG10Nmax = 7.27174515658652),14.3899118676831,0.0776113495191869,3.29781565558243,7.12574396695455
FSL R10-3286,c(lag = -1.66425690119082, mumax = 0.109838571924243, LOG10N0 = 2.73217492274602, LOG10Nmax = 8.91384764014048),6.07887115665367,0.0965735916357702,3.29227353758759,8.59578839094118
