plantName,plantID,ID,homogenized_yn,projectNumber,sampling,sampleID,milkType,size,container,dateProcessed,dateInitial,Day,day,greaterThanLessThan,dataValue,countability,count_type
Hillcrest Dairy,P,P_2015b_3948,yes,437,2015b,3948,whole,hg,paper,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z,DI,0,,270,E,
Hillcrest Dairy,P,P_2015b_3948,yes,437,2015b,3948,whole,hg,paper,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z,D7,7,,7200000,,
Hillcrest Dairy,P,P_2015b_3948,yes,437,2015b,3948,whole,hg,paper,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z,D10,10,,2.8E8,,
Hillcrest Dairy,P,P_2015b_3948,yes,437,2015b,3948,whole,hg,paper,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z,D14,14,,6.7E8,,
Hillcrest Dairy,P,P_2015b_3949,yes,437,2015b,3949,reducedfat,hg,paper,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z,DI,0,,170,E,
Hillcrest Dairy,P,P_2015b_3949,yes,437,2015b,3949,reducedfat,hg,paper,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z,D7,7,,4200000,,
Hillcrest Dairy,P,P_2015b_3949,yes,437,2015b,3949,reducedfat,hg,paper,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z,D10,10,,3.0E8,,
Hillcrest Dairy,P,P_2015b_3949,yes,437,2015b,3949,reducedfat,hg,paper,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z,D14,14,,1.0E9,,
Hillcrest Dairy,P,P_2015b_3950,yes,437,2015b,3950,skim,hg,paper,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z,DI,0,,130,E,
Hillcrest Dairy,P,P_2015b_3950,yes,437,2015b,3950,skim,hg,paper,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z,D7,7,,8200000,,
Hillcrest Dairy,P,P_2015b_3950,yes,437,2015b,3950,skim,hg,paper,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z,D10,10,,2.3E8,,
Hillcrest Dairy,P,P_2015b_3950,yes,437,2015b,3950,skim,hg,paper,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z,D14,14,,6.2E8,,
Hillcrest Dairy,P,P_2016a_4116,yes,442,2016a,4116,whole,hg,paper,2016-05-25T00:00:00Z,2016-05-25T00:00:00Z,DI,0,,10,E,
Hillcrest Dairy,P,P_2016a_4116,yes,442,2016a,4116,whole,hg,paper,2016-05-25T00:00:00Z,2016-05-25T00:00:00Z,D7,7,,20,E,
Hillcrest Dairy,P,P_2016a_4116,yes,442,2016a,4116,whole,hg,paper,2016-05-25T00:00:00Z,2016-05-25T00:00:00Z,D10,10,<,10,E,belowLOD
Hillcrest Dairy,P,P_2016a_4116,yes,442,2016a,4116,whole,hg,paper,2016-05-25T00:00:00Z,2016-05-25T00:00:00Z,D14,14,,10,E,
Hillcrest Dairy,P,P_2016a_4117,yes,442,2016a,4117,reducedfat,hg,paper,2016-05-25T00:00:00Z,2016-05-25T00:00:00Z,DI,0,,20,E,
Hillcrest Dairy,P,P_2016a_4117,yes,442,2016a,4117,reducedfat,hg,paper,2016-05-25T00:00:00Z,2016-05-25T00:00:00Z,D7,7,,20,E,
Hillcrest Dairy,P,P_2016a_4117,yes,442,2016a,4117,reducedfat,hg,paper,2016-05-25T00:00:00Z,2016-05-25T00:00:00Z,D10,10,,10,E,
Hillcrest Dairy,P,P_2016a_4117,yes,442,2016a,4117,reducedfat,hg,paper,2016-05-25T00:00:00Z,2016-05-25T00:00:00Z,D14,14,,10,E,
Hillcrest Dairy,P,P_2016a_4118,yes,442,2016a,4118,skim,hg,paper,2016-05-25T00:00:00Z,2016-05-25T00:00:00Z,DI,0,,31,E,
Hillcrest Dairy,P,P_2016a_4118,yes,442,2016a,4118,skim,hg,paper,2016-05-25T00:00:00Z,2016-05-25T00:00:00Z,D7,7,,1500000,,
Hillcrest Dairy,P,P_2016a_4118,yes,442,2016a,4118,skim,hg,paper,2016-05-25T00:00:00Z,2016-05-25T00:00:00Z,D10,10,,5.8E7,,
Hillcrest Dairy,P,P_2016a_4118,yes,442,2016a,4118,skim,hg,paper,2016-05-25T00:00:00Z,2016-05-25T00:00:00Z,D14,14,,3.1E8,,
Hillcrest Dairy,P,P_2016b_4161,yes,444,2016b,4161,whole,hg,paper,2016-08-10T00:00:00Z,2016-08-11T00:00:00Z,DI,1,,410,,
Hillcrest Dairy,P,P_2016b_4161,yes,444,2016b,4161,whole,hg,paper,2016-08-10T00:00:00Z,2016-08-11T00:00:00Z,D7,7,,140,E,
Hillcrest Dairy,P,P_2016b_4161,yes,444,2016b,4161,whole,hg,paper,2016-08-10T00:00:00Z,2016-08-11T00:00:00Z,D10,10,,72,E,
Hillcrest Dairy,P,P_2016b_4161,yes,444,2016b,4161,whole,hg,paper,2016-08-10T00:00:00Z,2016-08-11T00:00:00Z,D14,14,,41,E,
Hillcrest Dairy,P,P_2016b_4162,yes,444,2016b,4162,reducedfat,hg,paper,2016-08-10T00:00:00Z,2016-08-11T00:00:00Z,DI,1,,540,,
Hillcrest Dairy,P,P_2016b_4162,yes,444,2016b,4162,reducedfat,hg,paper,2016-08-10T00:00:00Z,2016-08-11T00:00:00Z,D7,7,,82,E,
Hillcrest Dairy,P,P_2016b_4162,yes,444,2016b,4162,reducedfat,hg,paper,2016-08-10T00:00:00Z,2016-08-11T00:00:00Z,D10,10,,82,E,
Hillcrest Dairy,P,P_2016b_4162,yes,444,2016b,4162,reducedfat,hg,paper,2016-08-10T00:00:00Z,2016-08-11T00:00:00Z,D14,14,,140,E,
Hillcrest Dairy,P,P_2016b_4163,yes,444,2016b,4163,skim,hg,paper,2016-08-10T00:00:00Z,2016-08-11T00:00:00Z,DI,1,,830,,
Hillcrest Dairy,P,P_2016b_4163,yes,444,2016b,4163,skim,hg,paper,2016-08-10T00:00:00Z,2016-08-11T00:00:00Z,D7,7,,100,E,
Hillcrest Dairy,P,P_2016b_4163,yes,444,2016b,4163,skim,hg,paper,2016-08-10T00:00:00Z,2016-08-11T00:00:00Z,D10,10,,190,E,
Hillcrest Dairy,P,P_2016b_4163,yes,444,2016b,4163,skim,hg,paper,2016-08-10T00:00:00Z,2016-08-11T00:00:00Z,D14,14,,82,E,
Hillcrest Dairy,P,P_2017a_4353,yes,449,2017a,4353,whole,hg,paper,2017-02-08T00:00:00Z,2017-02-09T00:00:00Z,DI,1,,11000,,
Hillcrest Dairy,P,P_2017a_4353,yes,449,2017a,4353,whole,hg,paper,2017-02-08T00:00:00Z,2017-02-09T00:00:00Z,D7,7,,12000,,
Hillcrest Dairy,P,P_2017a_4353,yes,449,2017a,4353,whole,hg,paper,2017-02-08T00:00:00Z,2017-02-09T00:00:00Z,D10,10,,15000,,
Hillcrest Dairy,P,P_2017a_4353,yes,449,2017a,4353,whole,hg,paper,2017-02-08T00:00:00Z,2017-02-09T00:00:00Z,D14,14,,2800,,
Hillcrest Dairy,P,P_2017a_4354,yes,449,2017a,4354,reducedfat,hg,paper,2017-02-08T00:00:00Z,2017-02-09T00:00:00Z,DI,1,,12000,,
Hillcrest Dairy,P,P_2017a_4354,yes,449,2017a,4354,reducedfat,hg,paper,2017-02-08T00:00:00Z,2017-02-09T00:00:00Z,D7,7,,34000,,
Hillcrest Dairy,P,P_2017a_4354,yes,449,2017a,4354,reducedfat,hg,paper,2017-02-08T00:00:00Z,2017-02-09T00:00:00Z,D10,10,,5400000,,
Hillcrest Dairy,P,P_2017a_4354,yes,449,2017a,4354,reducedfat,hg,paper,2017-02-08T00:00:00Z,2017-02-09T00:00:00Z,D14,14,,1.5E9,,
Hillcrest Dairy,P,P_2017a_4355,yes,449,2017a,4355,skim,hg,paper,2017-02-08T00:00:00Z,2017-02-09T00:00:00Z,DI,1,,12000,,
Hillcrest Dairy,P,P_2017a_4355,yes,449,2017a,4355,skim,hg,paper,2017-02-08T00:00:00Z,2017-02-09T00:00:00Z,D7,7,,13000,,
Hillcrest Dairy,P,P_2017a_4355,yes,449,2017a,4355,skim,hg,paper,2017-02-08T00:00:00Z,2017-02-09T00:00:00Z,D10,10,,14000,,
Hillcrest Dairy,P,P_2017a_4355,yes,449,2017a,4355,skim,hg,paper,2017-02-08T00:00:00Z,2017-02-09T00:00:00Z,D14,14,,12000,,
Hillcrest Dairy,P,P_2017b_4523,yes,453,2017b,4523,whole,hg,paper,2017-07-12T00:00:00Z,2017-07-13T00:00:00Z,DI,1,,1200,,
Hillcrest Dairy,P,P_2017b_4523,yes,453,2017b,4523,whole,hg,paper,2017-07-12T00:00:00Z,2017-07-13T00:00:00Z,D7,7,>,400000,E,aboveLOD
Hillcrest Dairy,P,P_2017b_4523,yes,453,2017b,4523,whole,hg,paper,2017-07-12T00:00:00Z,2017-07-13T00:00:00Z,D10,10,,2.0E7,,
Hillcrest Dairy,P,P_2017b_4523,yes,453,2017b,4523,whole,hg,paper,2017-07-12T00:00:00Z,2017-07-13T00:00:00Z,D14,14,,1.0E8,,
Hillcrest Dairy,P,P_2017b_4524,yes,453,2017b,4524,reducedfat,hg,paper,2017-07-12T00:00:00Z,2017-07-13T00:00:00Z,DI,1,,1300,,
Hillcrest Dairy,P,P_2017b_4524,yes,453,2017b,4524,reducedfat,hg,paper,2017-07-12T00:00:00Z,2017-07-13T00:00:00Z,D7,7,,29000,,
Hillcrest Dairy,P,P_2017b_4524,yes,453,2017b,4524,reducedfat,hg,paper,2017-07-12T00:00:00Z,2017-07-13T00:00:00Z,D10,10,,8500000,,
Hillcrest Dairy,P,P_2017b_4524,yes,453,2017b,4524,reducedfat,hg,paper,2017-07-12T00:00:00Z,2017-07-13T00:00:00Z,D14,14,,1.1E8,,
Hillcrest Dairy,P,P_2017b_4525,yes,453,2017b,4525,skim,hg,paper,2017-07-12T00:00:00Z,2017-07-13T00:00:00Z,DI,1,,1200,,
Hillcrest Dairy,P,P_2017b_4525,yes,453,2017b,4525,skim,hg,paper,2017-07-12T00:00:00Z,2017-07-13T00:00:00Z,D7,7,>,400000,E,aboveLOD
Hillcrest Dairy,P,P_2017b_4525,yes,453,2017b,4525,skim,hg,paper,2017-07-12T00:00:00Z,2017-07-13T00:00:00Z,D10,10,,3.0E7,,
Hillcrest Dairy,P,P_2017b_4525,yes,453,2017b,4525,skim,hg,paper,2017-07-12T00:00:00Z,2017-07-13T00:00:00Z,D14,14,,2.1E8,,
Hood-Agawam,N,N_2015a_3670,yes,428,2015a,3670,whole,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,DI,4,,140,E,
Hood-Agawam,N,N_2015a_3670,yes,428,2015a,3670,whole,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D7,7,,160,E,
Hood-Agawam,N,N_2015a_3670,yes,428,2015a,3670,whole,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D10,10,,220,E,
Hood-Agawam,N,N_2015a_3670,yes,428,2015a,3670,whole,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D14,14,,530,,
Hood-Agawam,N,N_2015a_3670,yes,428,2015a,3670,whole,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D17,17,,550,,
Hood-Agawam,N,N_2015a_3670,yes,428,2015a,3670,whole,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D21,21,>,400000,E,aboveLOD
Hood-Agawam,N,N_2015a_3671,yes,428,2015a,3671,reducedfat,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,DI,4,,150,E,
Hood-Agawam,N,N_2015a_3671,yes,428,2015a,3671,reducedfat,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D7,7,,82,E,
Hood-Agawam,N,N_2015a_3671,yes,428,2015a,3671,reducedfat,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D10,10,,120,E,
Hood-Agawam,N,N_2015a_3671,yes,428,2015a,3671,reducedfat,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D14,14,,82,E,
Hood-Agawam,N,N_2015a_3671,yes,428,2015a,3671,reducedfat,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D17,17,,24000,,
Hood-Agawam,N,N_2015a_3671,yes,428,2015a,3671,reducedfat,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D21,21,,290,E,
Hood-Agawam,N,N_2015a_3672,yes,428,2015a,3672,skim,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,DI,4,,240,E,
Hood-Agawam,N,N_2015a_3672,yes,428,2015a,3672,skim,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D7,7,,220,E,
Hood-Agawam,N,N_2015a_3672,yes,428,2015a,3672,skim,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D10,10,,240,E,
Hood-Agawam,N,N_2015a_3672,yes,428,2015a,3672,skim,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D14,14,,130,E,
Hood-Agawam,N,N_2015a_3672,yes,428,2015a,3672,skim,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D17,17,,140,E,
Hood-Agawam,N,N_2015a_3672,yes,428,2015a,3672,skim,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D21,21,,110,E,
Hood-Agawam,N,N_2015a_3673,yes,428,2015a,3673,lowfat,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,DI,4,,130,E,
Hood-Agawam,N,N_2015a_3673,yes,428,2015a,3673,lowfat,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D7,7,,220,E,
Hood-Agawam,N,N_2015a_3673,yes,428,2015a,3673,lowfat,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D10,10,,170,E,
Hood-Agawam,N,N_2015a_3673,yes,428,2015a,3673,lowfat,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D14,14,,140,E,
Hood-Agawam,N,N_2015a_3673,yes,428,2015a,3673,lowfat,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D17,17,,180,E,
Hood-Agawam,N,N_2015a_3673,yes,428,2015a,3673,lowfat,hg,plastic,2015-01-03T00:00:00Z,2015-01-07T00:00:00Z,D21,21,,140000,,
Hood-Agawam,N,N_2015a_3675,yes,428,2015a,3675,lowfat,ss,paper,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,DI,2,,460,,
Hood-Agawam,N,N_2015a_3675,yes,428,2015a,3675,lowfat,ss,paper,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D7,7,,360,E,
Hood-Agawam,N,N_2015a_3675,yes,428,2015a,3675,lowfat,ss,paper,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D10,10,,1300,,
Hood-Agawam,N,N_2015a_3675,yes,428,2015a,3675,lowfat,ss,paper,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D14,14,,4900000,,
Hood-Agawam,N,N_2015a_3675,yes,428,2015a,3675,lowfat,ss,paper,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D17,17,,1.5E8,,
Hood-Agawam,N,N_2015a_3675,yes,428,2015a,3675,lowfat,ss,paper,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D21,21,,4.1E9,,
Hood-Agawam,N,N_2015b_3828,yes,433,2015b,3828,whole,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,DI,2,,600,,
Hood-Agawam,N,N_2015b_3828,yes,433,2015b,3828,whole,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,D7,7,,620,,
Hood-Agawam,N,N_2015b_3828,yes,433,2015b,3828,whole,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,D10,10,,450,,
Hood-Agawam,N,N_2015b_3828,yes,433,2015b,3828,whole,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,D14,14,,1600,,
Hood-Agawam,N,N_2015b_3828,yes,433,2015b,3828,whole,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,D17,17,,910,,
Hood-Agawam,N,N_2015b_3828,yes,433,2015b,3828,whole,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,D21,21,,3100000,,
Hood-Agawam,N,N_2015b_3829,yes,433,2015b,3829,reducedfat,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,DI,2,,920,,
Hood-Agawam,N,N_2015b_3829,yes,433,2015b,3829,reducedfat,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,D7,7,,570,,
Hood-Agawam,N,N_2015b_3829,yes,433,2015b,3829,reducedfat,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,D10,10,,500,,
Hood-Agawam,N,N_2015b_3829,yes,433,2015b,3829,reducedfat,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,D14,14,,580,,
Hood-Agawam,N,N_2015b_3829,yes,433,2015b,3829,reducedfat,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,D17,17,,1600,,
Hood-Agawam,N,N_2015b_3829,yes,433,2015b,3829,reducedfat,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,D21,21,,150000,,
Hood-Agawam,N,N_2015b_3830,yes,433,2015b,3830,lowfat,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,DI,2,,1100,,
Hood-Agawam,N,N_2015b_3830,yes,433,2015b,3830,lowfat,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,D7,7,,780,,
Hood-Agawam,N,N_2015b_3830,yes,433,2015b,3830,lowfat,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,D10,10,,730,,
Hood-Agawam,N,N_2015b_3830,yes,433,2015b,3830,lowfat,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,D14,14,,600,,
Hood-Agawam,N,N_2015b_3830,yes,433,2015b,3830,lowfat,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,D17,17,,720,,
Hood-Agawam,N,N_2015b_3830,yes,433,2015b,3830,lowfat,hg,plastic,2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,D21,21,,2100000,,
Hood-Agawam,N,N_2016a_3969,yes,438,2016a,3969,whole,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,DI,2,,660,,
Hood-Agawam,N,N_2016a_3969,yes,438,2016a,3969,whole,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D7,7,,910,,
Hood-Agawam,N,N_2016a_3969,yes,438,2016a,3969,whole,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D10,10,,340,E,
Hood-Agawam,N,N_2016a_3969,yes,438,2016a,3969,whole,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D14,14,,410,,
Hood-Agawam,N,N_2016a_3969,yes,438,2016a,3969,whole,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D17,17,,1100,,
Hood-Agawam,N,N_2016a_3969,yes,438,2016a,3969,whole,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D21,21,,530000,,
Hood-Agawam,N,N_2016a_3970,yes,438,2016a,3970,reducedfat,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,DI,2,,360,E,
Hood-Agawam,N,N_2016a_3970,yes,438,2016a,3970,reducedfat,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D7,7,,12000,,
Hood-Agawam,N,N_2016a_3970,yes,438,2016a,3970,reducedfat,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D10,10,,1.2E7,,
Hood-Agawam,N,N_2016a_3970,yes,438,2016a,3970,reducedfat,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D14,14,,2.1E7,,
Hood-Agawam,N,N_2016a_3970,yes,438,2016a,3970,reducedfat,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D17,17,,7.2E7,,
Hood-Agawam,N,N_2016a_3970,yes,438,2016a,3970,reducedfat,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D21,21,,5.0E9,,
Hood-Agawam,N,N_2016a_3971,yes,438,2016a,3971,skim,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,DI,2,,430,,
Hood-Agawam,N,N_2016a_3971,yes,438,2016a,3971,skim,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D7,7,,640,,
Hood-Agawam,N,N_2016a_3971,yes,438,2016a,3971,skim,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D10,10,,120,E,
Hood-Agawam,N,N_2016a_3971,yes,438,2016a,3971,skim,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D14,14,,560,,
Hood-Agawam,N,N_2016a_3971,yes,438,2016a,3971,skim,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D17,17,,330,E,
Hood-Agawam,N,N_2016a_3971,yes,438,2016a,3971,skim,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D21,21,,70,E,
Hood-Agawam,N,N_2016a_3972,yes,438,2016a,3972,lowfat,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,DI,2,,170,E,
Hood-Agawam,N,N_2016a_3972,yes,438,2016a,3972,lowfat,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D7,7,,270,E,
Hood-Agawam,N,N_2016a_3972,yes,438,2016a,3972,lowfat,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D10,10,,82,E,
Hood-Agawam,N,N_2016a_3972,yes,438,2016a,3972,lowfat,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D14,14,,82,E,
Hood-Agawam,N,N_2016a_3972,yes,438,2016a,3972,lowfat,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D17,17,,420,,
Hood-Agawam,N,N_2016a_3972,yes,438,2016a,3972,lowfat,hg,plastic,2016-01-18T00:00:00Z,2016-01-20T00:00:00Z,D21,21,,2900,,
Hood-Agawam,N,N_2016b_4266,yes,447,2016b,4266,reducedfat,hg,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,DI,2,,2400,,
Hood-Agawam,N,N_2016b_4266,yes,447,2016b,4266,reducedfat,hg,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D7,7,,3100,,
Hood-Agawam,N,N_2016b_4266,yes,447,2016b,4266,reducedfat,hg,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D10,10,,1.0E7,,
Hood-Agawam,N,N_2016b_4266,yes,447,2016b,4266,reducedfat,hg,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D14,14,,950000,,
Hood-Agawam,N,N_2016b_4266,yes,447,2016b,4266,reducedfat,hg,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D17,17,,1500000,,
Hood-Agawam,N,N_2016b_4266,yes,447,2016b,4266,reducedfat,hg,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D21,21,,3300000,,
Hood-Agawam,N,N_2016b_4267,yes,447,2016b,4267,lowfat,hg,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,DI,2,,1100,,
Hood-Agawam,N,N_2016b_4267,yes,447,2016b,4267,lowfat,hg,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D7,7,,1400,,
Hood-Agawam,N,N_2016b_4267,yes,447,2016b,4267,lowfat,hg,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D10,10,,990,,
Hood-Agawam,N,N_2016b_4267,yes,447,2016b,4267,lowfat,hg,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D14,14,,5700000,,
Hood-Agawam,N,N_2016b_4267,yes,447,2016b,4267,lowfat,hg,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D17,17,<,1000,E,belowLOD
Hood-Agawam,N,N_2016b_4267,yes,447,2016b,4267,lowfat,hg,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D21,21,,61000,,
Hood-Agawam,N,N_2016b_4269,yes,447,2016b,4269,reducedfat,ss,paper,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,DI,2,,1800,,
Hood-Agawam,N,N_2016b_4269,yes,447,2016b,4269,reducedfat,ss,paper,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D7,7,,46000,,
Hood-Agawam,N,N_2016b_4269,yes,447,2016b,4269,reducedfat,ss,paper,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D10,10,,3.3E7,,
Hood-Agawam,N,N_2016b_4269,yes,447,2016b,4269,reducedfat,ss,paper,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D14,14,,8.2E7,,
Hood-Agawam,N,N_2016b_4269,yes,447,2016b,4269,reducedfat,ss,paper,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D17,17,>,1.0E10,E,aboveLOD
Hood-Agawam,N,N_2016b_4269,yes,447,2016b,4269,reducedfat,ss,paper,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D21,21,,2.6E9,,
Hood-Agawam,N,N_2016b_4270,yes,447,2016b,4270,reducedfat,gal,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,DI,2,,2600,,
Hood-Agawam,N,N_2016b_4270,yes,447,2016b,4270,reducedfat,gal,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D7,7,,4200,,
Hood-Agawam,N,N_2016b_4270,yes,447,2016b,4270,reducedfat,gal,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D10,10,,650000,,
Hood-Agawam,N,N_2016b_4270,yes,447,2016b,4270,reducedfat,gal,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D14,14,,2.1E8,,
Hood-Agawam,N,N_2016b_4270,yes,447,2016b,4270,reducedfat,gal,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D17,17,,1.0E10,,
Hood-Agawam,N,N_2016b_4270,yes,447,2016b,4270,reducedfat,gal,plastic,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D21,21,,7.9E8,,
Hood-Agawam,N,N_2016b_4271,yes,447,2016b,4271,skim,ss,paper,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,DI,2,,3900,,
Hood-Agawam,N,N_2016b_4271,yes,447,2016b,4271,skim,ss,paper,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D7,7,,310000,,
Hood-Agawam,N,N_2016b_4271,yes,447,2016b,4271,skim,ss,paper,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D10,10,,6500000,,
Hood-Agawam,N,N_2016b_4271,yes,447,2016b,4271,skim,ss,paper,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D14,14,,1.8E9,,
Hood-Agawam,N,N_2016b_4271,yes,447,2016b,4271,skim,ss,paper,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D17,17,,1.3E9,,
Hood-Agawam,N,N_2016b_4271,yes,447,2016b,4271,skim,ss,paper,2016-10-25T00:00:00Z,2016-10-27T00:00:00Z,D21,21,,3.0E9,,
