plantName,plantID,ID,homogenized_yn,projectNumber,sampling,sampleID,milkType,size,container,dateProcessed,dateInitial,Day,day,greaterThanLessThan,dataValue,countability,count_type
Hood-Concord,Q,Q_2017a_4367,yes,450,2017a,4367,lowfat,hg,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,DI,3,,1400,S,
Hood-Concord,Q,Q_2017a_4367,yes,450,2017a,4367,lowfat,hg,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D7,7,,20,E,
Hood-Concord,Q,Q_2017a_4367,yes,450,2017a,4367,lowfat,hg,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D10,10,,2500,,
Hood-Concord,Q,Q_2017a_4367,yes,450,2017a,4367,lowfat,hg,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D14,14,,12000,,
Hood-Concord,Q,Q_2017a_4367,yes,450,2017a,4367,lowfat,hg,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D17,17,,270000,,
Hood-Concord,Q,Q_2017a_4367,yes,450,2017a,4367,lowfat,hg,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D21,21,,1100000,,
Hood-Concord,Q,Q_2017a_4369,yes,450,2017a,4369,reducedfat,ss,paper,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,DI,3,,1600,,
Hood-Concord,Q,Q_2017a_4369,yes,450,2017a,4369,reducedfat,ss,paper,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D7,7,,30,E,
Hood-Concord,Q,Q_2017a_4369,yes,450,2017a,4369,reducedfat,ss,paper,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D10,10,,1800,,
Hood-Concord,Q,Q_2017a_4369,yes,450,2017a,4369,reducedfat,ss,paper,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D14,14,,27000,,
Hood-Concord,Q,Q_2017a_4369,yes,450,2017a,4369,reducedfat,ss,paper,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D17,17,,630000,,
Hood-Concord,Q,Q_2017a_4369,yes,450,2017a,4369,reducedfat,ss,paper,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D21,21,,2500000,,
Hood-Concord,Q,Q_2017a_4370,yes,450,2017a,4370,reducedfat,gal,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,DI,3,,3600,,
Hood-Concord,Q,Q_2017a_4370,yes,450,2017a,4370,reducedfat,gal,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D7,7,,40,E,
Hood-Concord,Q,Q_2017a_4370,yes,450,2017a,4370,reducedfat,gal,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D10,10,,4100,,
Hood-Concord,Q,Q_2017a_4370,yes,450,2017a,4370,reducedfat,gal,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D14,14,,360000,,
Hood-Concord,Q,Q_2017a_4370,yes,450,2017a,4370,reducedfat,gal,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D17,17,,3200000,,
Hood-Concord,Q,Q_2017a_4370,yes,450,2017a,4370,reducedfat,gal,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D21,21,,2900000,,
Hood-Concord,Q,Q_2017a_4371,yes,450,2017a,4371,skim,ss,paper,2017-03-14T00:00:00Z,2017-03-16T00:00:00Z,DI,2,,41,SE,
Hood-Concord,Q,Q_2017a_4371,yes,450,2017a,4371,skim,ss,paper,2017-03-14T00:00:00Z,2017-03-16T00:00:00Z,D7,7,,92,E,
Hood-Concord,Q,Q_2017a_4371,yes,450,2017a,4371,skim,ss,paper,2017-03-14T00:00:00Z,2017-03-16T00:00:00Z,D10,10,,90,E,
Hood-Concord,Q,Q_2017a_4371,yes,450,2017a,4371,skim,ss,paper,2017-03-14T00:00:00Z,2017-03-16T00:00:00Z,D14,14,,320,E,
Hood-Concord,Q,Q_2017a_4371,yes,450,2017a,4371,skim,ss,paper,2017-03-14T00:00:00Z,2017-03-16T00:00:00Z,D17,17,,6000,,
Hood-Concord,Q,Q_2017a_4371,yes,450,2017a,4371,skim,ss,paper,2017-03-14T00:00:00Z,2017-03-16T00:00:00Z,D21,21,,870000,,
Hood-Concord,Q,Q_2017a_4372,yes,450,2017a,4372,skim,gal,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,DI,3,,1300,,
Hood-Concord,Q,Q_2017a_4372,yes,450,2017a,4372,skim,gal,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D7,7,,720,,
Hood-Concord,Q,Q_2017a_4372,yes,450,2017a,4372,skim,gal,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D10,10,,2600000,,
Hood-Concord,Q,Q_2017a_4372,yes,450,2017a,4372,skim,gal,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D14,14,,2.8E7,,
Hood-Concord,Q,Q_2017a_4372,yes,450,2017a,4372,skim,gal,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D17,17,,4.1E8,,
Hood-Concord,Q,Q_2017a_4372,yes,450,2017a,4372,skim,gal,plastic,2017-03-13T00:00:00Z,2017-03-16T00:00:00Z,D21,21,,1.6E8,,
Hood-Concord,Q,Q_2017b_4602,yes,456,2017b,4602,whole,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,DI,3,,80,E,
Hood-Concord,Q,Q_2017b_4602,yes,456,2017b,4602,whole,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D7,7,,500,,
Hood-Concord,Q,Q_2017b_4602,yes,456,2017b,4602,whole,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D10,10,,220,E,
Hood-Concord,Q,Q_2017b_4602,yes,456,2017b,4602,whole,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D14,14,,380,E,
Hood-Concord,Q,Q_2017b_4602,yes,456,2017b,4602,whole,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D17,17,,1300,,
Hood-Concord,Q,Q_2017b_4602,yes,456,2017b,4602,whole,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D21,21,,50000,,
Hood-Concord,Q,Q_2017b_4603,yes,456,2017b,4603,reducedfat,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,DI,3,<,10,E,belowLOD
Hood-Concord,Q,Q_2017b_4603,yes,456,2017b,4603,reducedfat,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D7,7,,370,E,
Hood-Concord,Q,Q_2017b_4603,yes,456,2017b,4603,reducedfat,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D10,10,,30,E,
Hood-Concord,Q,Q_2017b_4603,yes,456,2017b,4603,reducedfat,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D14,14,,880,,
Hood-Concord,Q,Q_2017b_4603,yes,456,2017b,4603,reducedfat,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D17,17,,6500,,
Hood-Concord,Q,Q_2017b_4603,yes,456,2017b,4603,reducedfat,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D21,21,,1100,,
Hood-Concord,Q,Q_2017b_4604,yes,456,2017b,4604,skim,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,DI,3,<,10,E,belowLOD
Hood-Concord,Q,Q_2017b_4604,yes,456,2017b,4604,skim,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D7,7,,560,,
Hood-Concord,Q,Q_2017b_4604,yes,456,2017b,4604,skim,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D10,10,,67000,,
Hood-Concord,Q,Q_2017b_4604,yes,456,2017b,4604,skim,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D14,14,>,400000,E,aboveLOD
Hood-Concord,Q,Q_2017b_4604,yes,456,2017b,4604,skim,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D17,17,,14000,,
Hood-Concord,Q,Q_2017b_4604,yes,456,2017b,4604,skim,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D21,21,,1100,E,
Hood-Concord,Q,Q_2017b_4605,yes,456,2017b,4605,lowfat,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,DI,3,<,10,E,belowLOD
Hood-Concord,Q,Q_2017b_4605,yes,456,2017b,4605,lowfat,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D7,7,,410,,
Hood-Concord,Q,Q_2017b_4605,yes,456,2017b,4605,lowfat,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D10,10,,60,E,
Hood-Concord,Q,Q_2017b_4605,yes,456,2017b,4605,lowfat,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D14,14,,290,E,
Hood-Concord,Q,Q_2017b_4605,yes,456,2017b,4605,lowfat,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D17,17,,17000,,
Hood-Concord,Q,Q_2017b_4605,yes,456,2017b,4605,lowfat,hg,plastic,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D21,21,,26000,,
Hood-Concord,Q,Q_2017b_4607,yes,456,2017b,4607,reducedfat,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,DI,3,,50,E,
Hood-Concord,Q,Q_2017b_4607,yes,456,2017b,4607,reducedfat,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D7,7,,480,,
Hood-Concord,Q,Q_2017b_4607,yes,456,2017b,4607,reducedfat,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D10,10,,650,,
Hood-Concord,Q,Q_2017b_4607,yes,456,2017b,4607,reducedfat,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D14,14,,210000,,
Hood-Concord,Q,Q_2017b_4607,yes,456,2017b,4607,reducedfat,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D17,17,,1.3E7,,
Hood-Concord,Q,Q_2017b_4607,yes,456,2017b,4607,reducedfat,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D21,21,,5.4E7,,
Hood-Concord,Q,Q_2017b_4608,yes,456,2017b,4608,skim,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,DI,3,,40,E,
Hood-Concord,Q,Q_2017b_4608,yes,456,2017b,4608,skim,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D7,7,,470,,
Hood-Concord,Q,Q_2017b_4608,yes,456,2017b,4608,skim,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D10,10,,580,,
Hood-Concord,Q,Q_2017b_4608,yes,456,2017b,4608,skim,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D14,14,,2200,,
Hood-Concord,Q,Q_2017b_4608,yes,456,2017b,4608,skim,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D17,17,,130000,,
Hood-Concord,Q,Q_2017b_4608,yes,456,2017b,4608,skim,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D21,21,,3600000,,
Hood-Concord,Q,Q_2017b_4609,yes,456,2017b,4609,lowfat,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,DI,3,,60,E,
Hood-Concord,Q,Q_2017b_4609,yes,456,2017b,4609,lowfat,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D7,7,,420,,
Hood-Concord,Q,Q_2017b_4609,yes,456,2017b,4609,lowfat,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D10,10,,190,E,
Hood-Concord,Q,Q_2017b_4609,yes,456,2017b,4609,lowfat,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D14,14,,23000,,
Hood-Concord,Q,Q_2017b_4609,yes,456,2017b,4609,lowfat,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D17,17,,1600000,,
Hood-Concord,Q,Q_2017b_4609,yes,456,2017b,4609,lowfat,ss,paper,2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,D21,21,,1700,,
Hood-Portland,M,M_2015a_3683,yes,428,2015a,3683,whole,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,DI,2,,72,E,
Hood-Portland,M,M_2015a_3683,yes,428,2015a,3683,whole,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D7,7,,31,E,
Hood-Portland,M,M_2015a_3683,yes,428,2015a,3683,whole,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D10,10,,940,,
Hood-Portland,M,M_2015a_3683,yes,428,2015a,3683,whole,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D14,14,,1400000,,
Hood-Portland,M,M_2015a_3683,yes,428,2015a,3683,whole,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D17,17,,1.9E7,,
Hood-Portland,M,M_2015a_3683,yes,428,2015a,3683,whole,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D21,21,,6.3E8,,
Hood-Portland,M,M_2015a_3684,yes,428,2015a,3684,reducedfat,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,DI,2,,140,E,
Hood-Portland,M,M_2015a_3684,yes,428,2015a,3684,reducedfat,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D7,7,,72,E,
Hood-Portland,M,M_2015a_3684,yes,428,2015a,3684,reducedfat,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D10,10,,61,E,
Hood-Portland,M,M_2015a_3684,yes,428,2015a,3684,reducedfat,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D14,14,,92,E,
Hood-Portland,M,M_2015a_3684,yes,428,2015a,3684,reducedfat,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D17,17,,2400,,
Hood-Portland,M,M_2015a_3684,yes,428,2015a,3684,reducedfat,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D21,21,,12000,,
Hood-Portland,M,M_2015a_3685,yes,428,2015a,3685,skim,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,DI,2,,51,E,
Hood-Portland,M,M_2015a_3685,yes,428,2015a,3685,skim,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D7,7,,1300,,
Hood-Portland,M,M_2015a_3685,yes,428,2015a,3685,skim,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D10,10,,1500000,,
Hood-Portland,M,M_2015a_3685,yes,428,2015a,3685,skim,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D14,14,,5100,E,
Hood-Portland,M,M_2015a_3685,yes,428,2015a,3685,skim,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D17,17,,1.4E7,,
Hood-Portland,M,M_2015a_3685,yes,428,2015a,3685,skim,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D21,21,,57000,,
Hood-Portland,M,M_2015a_3686,yes,428,2015a,3686,lowfat,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,DI,2,,100,E,
Hood-Portland,M,M_2015a_3686,yes,428,2015a,3686,lowfat,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D7,7,,92,E,
Hood-Portland,M,M_2015a_3686,yes,428,2015a,3686,lowfat,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D10,10,,120,E,
Hood-Portland,M,M_2015a_3686,yes,428,2015a,3686,lowfat,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D14,14,,160,E,
Hood-Portland,M,M_2015a_3686,yes,428,2015a,3686,lowfat,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D17,17,,7500,,
Hood-Portland,M,M_2015a_3686,yes,428,2015a,3686,lowfat,hg,plastic,2015-01-05T00:00:00Z,2015-01-07T00:00:00Z,D21,21,,110000,,
Hood-Portland,M,M_2015b_3837,yes,433,2015b,3837,whole,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,DI,3,,840,,
Hood-Portland,M,M_2015b_3837,yes,433,2015b,3837,whole,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D7,7,,610,,
Hood-Portland,M,M_2015b_3837,yes,433,2015b,3837,whole,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D10,10,,18000,,
Hood-Portland,M,M_2015b_3837,yes,433,2015b,3837,whole,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D14,14,,8.2E7,,
Hood-Portland,M,M_2015b_3837,yes,433,2015b,3837,whole,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D17,17,,2.9E8,,
Hood-Portland,M,M_2015b_3837,yes,433,2015b,3837,whole,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D21,21,,2.8E10,,
Hood-Portland,M,M_2015b_3838,yes,433,2015b,3838,reducedfat,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,DI,3,,170,E,
Hood-Portland,M,M_2015b_3838,yes,433,2015b,3838,reducedfat,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D7,7,,3500,,
Hood-Portland,M,M_2015b_3838,yes,433,2015b,3838,reducedfat,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D10,10,,1.1E7,,
Hood-Portland,M,M_2015b_3838,yes,433,2015b,3838,reducedfat,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D14,14,,2.2E8,,
Hood-Portland,M,M_2015b_3838,yes,433,2015b,3838,reducedfat,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D17,17,,2.4E8,,
Hood-Portland,M,M_2015b_3838,yes,433,2015b,3838,reducedfat,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D21,21,,7.1E8,,
Hood-Portland,M,M_2015b_3839,yes,433,2015b,3839,skim,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,DI,3,,310,E,
Hood-Portland,M,M_2015b_3839,yes,433,2015b,3839,skim,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D7,7,,370,E,
Hood-Portland,M,M_2015b_3839,yes,433,2015b,3839,skim,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D10,10,,200,E,
Hood-Portland,M,M_2015b_3839,yes,433,2015b,3839,skim,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D14,14,,39000,,
Hood-Portland,M,M_2015b_3839,yes,433,2015b,3839,skim,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D17,17,,200,E,
Hood-Portland,M,M_2015b_3839,yes,433,2015b,3839,skim,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D21,21,,9800,,
Hood-Portland,M,M_2015b_3840,yes,433,2015b,3840,lowfat,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,DI,3,,220,E,
Hood-Portland,M,M_2015b_3840,yes,433,2015b,3840,lowfat,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D7,7,,1100,,
Hood-Portland,M,M_2015b_3840,yes,433,2015b,3840,lowfat,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D10,10,,8300000,,
Hood-Portland,M,M_2015b_3840,yes,433,2015b,3840,lowfat,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D14,14,,2.7E8,,
Hood-Portland,M,M_2015b_3840,yes,433,2015b,3840,lowfat,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D17,17,,3.6E9,,
Hood-Portland,M,M_2015b_3840,yes,433,2015b,3840,lowfat,hg,plastic,2015-07-13T00:00:00Z,2015-07-16T00:00:00Z,D21,21,,1.4E9,,
Hood-Portland,M,M_2016a_3960,yes,438,2016a,3960,reducedfat,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,DI,3,,72,E,
Hood-Portland,M,M_2016a_3960,yes,438,2016a,3960,reducedfat,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,D7,7,,31,E,
Hood-Portland,M,M_2016a_3960,yes,438,2016a,3960,reducedfat,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,D10,10,,92,E,
Hood-Portland,M,M_2016a_3960,yes,438,2016a,3960,reducedfat,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,D14,14,,330,E,
Hood-Portland,M,M_2016a_3960,yes,438,2016a,3960,reducedfat,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,D17,17,,170,SE,
Hood-Portland,M,M_2016a_3960,yes,438,2016a,3960,reducedfat,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,D21,21,,22000,,
Hood-Portland,M,M_2016a_3961,yes,438,2016a,3961,skim,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,DI,3,,72,E,
Hood-Portland,M,M_2016a_3961,yes,438,2016a,3961,skim,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,D7,7,,61,E,
Hood-Portland,M,M_2016a_3961,yes,438,2016a,3961,skim,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,D10,10,,51000,,
Hood-Portland,M,M_2016a_3961,yes,438,2016a,3961,skim,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,D14,14,,6000000,,
Hood-Portland,M,M_2016a_3961,yes,438,2016a,3961,skim,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,D17,17,,130000,,
Hood-Portland,M,M_2016a_3961,yes,438,2016a,3961,skim,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,D21,21,,830000,,
Hood-Portland,M,M_2016a_3962,yes,438,2016a,3962,lowfat,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,DI,3,,41,E,
Hood-Portland,M,M_2016a_3962,yes,438,2016a,3962,lowfat,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,D7,7,,2900,,
Hood-Portland,M,M_2016a_3962,yes,438,2016a,3962,lowfat,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,D10,10,,1700000,,
Hood-Portland,M,M_2016a_3962,yes,438,2016a,3962,lowfat,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,D14,14,,1.6E8,,
Hood-Portland,M,M_2016a_3962,yes,438,2016a,3962,lowfat,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,D17,17,<,100000,M,belowLOD
Hood-Portland,M,M_2016a_3962,yes,438,2016a,3962,lowfat,hg,plastic,2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,D21,21,,4.8E8,,
Hood-Portland,M,M_2016b_4227,yes,446,2016b,4227,whole,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,DI,2,,140,E,
Hood-Portland,M,M_2016b_4227,yes,446,2016b,4227,whole,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D7,7,,4300,,
Hood-Portland,M,M_2016b_4227,yes,446,2016b,4227,whole,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D10,10,,1.4E7,,
Hood-Portland,M,M_2016b_4227,yes,446,2016b,4227,whole,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D14,14,,17000,E,
Hood-Portland,M,M_2016b_4227,yes,446,2016b,4227,whole,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D17,17,,67000,,
Hood-Portland,M,M_2016b_4227,yes,446,2016b,4227,whole,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D21,21,,53000,,
Hood-Portland,M,M_2016b_4228,yes,446,2016b,4228,reducedfat,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,DI,2,,140,E,
Hood-Portland,M,M_2016b_4228,yes,446,2016b,4228,reducedfat,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D7,7,,72,E,
Hood-Portland,M,M_2016b_4228,yes,446,2016b,4228,reducedfat,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D10,10,,72,E,
Hood-Portland,M,M_2016b_4228,yes,446,2016b,4228,reducedfat,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D14,14,,2900,,
Hood-Portland,M,M_2016b_4228,yes,446,2016b,4228,reducedfat,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D17,17,,2800,,
Hood-Portland,M,M_2016b_4228,yes,446,2016b,4228,reducedfat,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D21,21,,1100000,,
Hood-Portland,M,M_2016b_4229,yes,446,2016b,4229,skim,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,DI,2,,82,E,
Hood-Portland,M,M_2016b_4229,yes,446,2016b,4229,skim,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D7,7,,51,E,
Hood-Portland,M,M_2016b_4229,yes,446,2016b,4229,skim,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D10,10,,51,E,
Hood-Portland,M,M_2016b_4229,yes,446,2016b,4229,skim,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D14,14,,41,E,
Hood-Portland,M,M_2016b_4229,yes,446,2016b,4229,skim,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D17,17,,390,E,
Hood-Portland,M,M_2016b_4229,yes,446,2016b,4229,skim,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D21,21,,41,E,
Hood-Portland,M,M_2016b_4230,yes,446,2016b,4230,lowfat,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,DI,2,,150,E,
Hood-Portland,M,M_2016b_4230,yes,446,2016b,4230,lowfat,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D7,7,,72,E,
Hood-Portland,M,M_2016b_4230,yes,446,2016b,4230,lowfat,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D10,10,,100,E,
Hood-Portland,M,M_2016b_4230,yes,446,2016b,4230,lowfat,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D14,14,,6500,,
Hood-Portland,M,M_2016b_4230,yes,446,2016b,4230,lowfat,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D17,17,,2000,,
Hood-Portland,M,M_2016b_4230,yes,446,2016b,4230,lowfat,hg,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D21,21,,1000000,,
Hood-Portland,M,M_2016b_4231,yes,446,2016b,4231,reducedfat,gal,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,DI,2,,51,E,
Hood-Portland,M,M_2016b_4231,yes,446,2016b,4231,reducedfat,gal,plastic,2016-09-26T00:00:00Z,2016-09-28T00:00:00Z,D7,7,,190,E,
