"","Plant_VSLNumber_SampleID","CVTA_D10","CVTA_D14","CVTA_D17","CVTA_D21","CVTA_D7","CVTA_DI","SPC_D10","SPC_D14","SPC_D17","SPC_D21","SPC_D7","SPC_DI"
"125","Hood-Concord_433_22-2",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"126","Hood-Concord_433_23",1,NA,1,1,1,1,2.18752072083646,NA,NA,NA,2.0899051114394,2.28780172993023
"127","Hood-Concord_433_23-1",1,1,1,1,1,1,1.61278385671974,1,2.47275644931721,2.40823996531185,1,2.0899051114394
"128","Hood-Concord_433_23-2",1,1,1,1,1,1,1.70757017609794,1.85733249643127,2.00860017176192,NA,1.96378782734556,2.15533603746506
"129","Hood-Concord_433_24",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"130","Hood-Concord_435_72",1,1,1,1,1,1,2.78031731214015,NA,NA,2.44090908206522,NA,NA
"131","Hood-Concord_435_72-1",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"132","Hood-Concord_435_72-2",1,1,1,1,1,1,2.80208925788173,NA,2.40823996531185,NA,NA,NA
"133","Hood-Concord_435_73",1.96378782734556,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"134","Hood-Concord_435_73-1",1,1,1,1,1,1,NA,NA,2.7419390777292,NA,NA,NA
"135","Hood-Concord_435_73-2",1,1,1,5.60205999132796,1,1,2.8668778143375,NA,NA,5.60205999132796,NA,NA
"136","Hood-Concord_438_22",1,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA
"137","Hood-Concord_438_22-1",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"138","Hood-Concord_438_22-2",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"139","Hood-Concord_438_23",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"140","Hood-Concord_438_23-1",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"141","Hood-Concord_438_23-2",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"142","Hood-Concord_440_82",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"143","Hood-Concord_440_82-1",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"144","Hood-Concord_440_82-2",1,5.60205999132796,1,1,1,1,NA,5.60205999132796,NA,NA,NA,NA
"145","Hood-Concord_440_83",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"146","Hood-Concord_440_83-1",NA,1,NA,1,1,1,NA,NA,NA,NA,2.84198480459011,NA
"147","Hood-Concord_440_83-2",NA,3,1,1,NA,1,NA,3,NA,NA,NA,NA
"148","Hood-Portland_433_31",1,6.60205999132796,3,NA,1,1,NA,NA,NA,NA,NA,NA
"149","Hood-Portland_433_32",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2.2405492482826
"150","Hood-Portland_433_32-1",1,1,1,1,1,1,2.31175386105575,2.00860017176192,2.2405492482826,NA,2.26481782300954,2.0899051114394
"151","Hood-Portland_433_32-2",1,1,1,2.33243845991561,1,1,1.96378782734556,1.96378782734556,NA,NA,2.0899051114394,2.2405492482826
"152","Hood-Portland_433_33",1,NA,2,1,1,1,2.31175386105575,NA,2.3096301674259,NA,2.56584781867352,2.48713837547719
"153","Hood-Portland_433_33-1",NA,NA,4,1,NA,1,NA,NA,4,NA,NA,2.47275644931721
"154","Hood-Portland_433_33-2",1,1,1,1,1,1,2.42488163663107,2.31175386105575,2.33243845991561,NA,2.33243845991561,NA
"155","Hood-Portland_433_34",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2.35218251811136
"156","Hood-Portland_435_82",1,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA
"157","Hood-Portland_435_82-1",1,NA,3,3,1,1,NA,NA,NA,NA,NA,NA
"158","Hood-Portland_435_82-2",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"159","Hood-Portland_435_83",1,1,1,1,1,1,2.40823996531185,2.42488163663107,3.17897694729317,5.60205999132796,2.39093510710338,2.54157924394658
"160","Hood-Portland_435_83-1",NA,NA,3,NA,1.30102999566398,1,NA,NA,4,NA,2.12385164096709,2.60097289568675
"161","Hood-Portland_435_83-2",1,1,5.60205999132796,NA,1,1,2.60097289568675,2.35218251811136,5.60205999132796,3.81424759573192,2.35218251811136,2.55388302664387
"162","Hood-Portland_438_32",1,1,1,1,1,1,1.96378782734556,2.51454775266029,2.2405492482826,NA,1.49136169383427,1.85733249643127
"163","Hood-Portland_438_32-1",1,1,1,1,1,1,1.49136169383427,2.12385164096709,NA,NA,1.32221929473392,1.30102999566398
"164","Hood-Portland_438_32-2",1,1,1,1,1,1,1.32221929473392,1.32221929473392,1.30102999566398,NA,1.91381385238372,1
"165","Hood-Portland_438_33",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1.78532983501077,1.85733249643127
"166","Hood-Portland_438_33-1",1,1,5.60205999132796,1,1,1,1.49136169383427,1.32221929473392,5.60205999132796,NA,1.85733249643127,1.91381385238372
"167","Hood-Portland_438_33-2",NA,NA,NA,NA,NA,1.49136169383427,NA,NA,NA,NA,NA,1.70757017609794
"168","Hood-Portland_440_92",1,1,1,1,1,1,1,NA,NA,NA,1.30102999566398,1
"169","Hood-Portland_440_92-1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.85733249643127
"170","Hood-Portland_440_92-2",1,1,1,1,1,1,1.49136169383427,1.96378782734556,NA,NA,1.61278385671974,1.70757017609794
"171","Hood-Portland_440_93",1,1,1,1,1,1,1.85733249643127,1.32221929473392,2.51454775266029,NA,1.61278385671974,2.00860017176192
"172","Hood-Portland_440_93-1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2.15533603746506
"173","Hood-Portland_440_93-2",1,5.60205999132796,NA,NA,1,1,1.70757017609794,5.60205999132796,NA,NA,1.70757017609794,1.30102999566398
"174","Stewart's_435_12",1,1,1,1,1,1,2.45788189673399,NA,NA,NA,2.47712125471966,2.56820172406699
"175","Stewart's_435_12-1",NA,2,2,1,NA,1,NA,2.31175386105575,NA,NA,NA,NA
"176","Stewart's_435_13",1,1,1,1,1,1,2.33243845991561,NA,2.42488163663107,NA,2.44715803134222,NA
"177","Stewart's_435_13-1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2.58883172559421
"178","Stewart's_435_13-2",1,1,1,1,1,1,NA,2.51454775266029,NA,NA,2.51454775266029,NA
"179","Stewart's_437_82",1,1,1,2.44090908206522,1,1,2.1846914308176,2.04921802267018,1.85733249643127,NA,2.2148438480477,2.12385164096709
"180","Stewart's_437_82-1",1.91381385238372,NA,NA,NA,1,1,2.37291200297011,NA,NA,NA,2.12385164096709,2.2405492482826
"181","Stewart's_437_83",1,1,1,1,1,1,2.26481782300954,2.2405492482826,2.12385164096709,2.50105926221775,2.2148438480477,2.26481782300954
"182","Stewart's_437_83-1",1,1,1,1,1,1,2.2148438480477,1.91381385238372,2.28780172993023,2.0899051114394,2.35218251811136,2.42488163663107
"183","Stewart's_437_83-2",1,1,1,1,1,1,2.28780172993023,2.0899051114394,2.42488163663107,2.38916608436453,1.96378782734556,2.15533603746506
"184","Stewart's_440_12",1,1,1,1,1,1,2.0899051114394,NA,2.54157924394658,NA,2.04921802267018,1.84509804001426
"185","Stewart's_440_12-1",1,1,1,1,1,1,2.00860017176192,1.78532983501077,NA,4.26481782300954,1.49136169383427,1.70757017609794
"186","Stewart's_440_13",1,1,1,1,1,1,1.70757017609794,2.05307844348342,NA,3.49415459401844,1.61278385671974,1.95424250943932
"187","Stewart's_440_13-1",1,1,1,1,1,1,1.70757017609794,1.91381385238372,NA,NA,1.49136169383427,1.49136169383427
"188","Stewart's_440_13-2",1,1,1,1,1,1,1.61278385671974,1.91381385238372,NA,NA,1.78532983501077,1.70757017609794
