Hour,Isolate,LOG concentration,Concentration
216,FSL R10-0701,8.327466536,2.13E+08
216,FSL R10-0701,8.268738294,1.86E+08
216,FSL R10-0701,8.295413885,1.97E+08
216,FSL R10-0701,8.286073835,1.93E+08
216,FSL R10-0701,8.33596571,2.17E+08
216,FSL R10-0701,8.240316364,1.74E+08
216,FSL R10-0990,7.802544658,6.35E+07
216,FSL R10-0990,7.769376292,5.88E+07
216,FSL R10-0990,7.738427146,5.48E+07
216,FSL R10-0990,7.654753202,4.52E+07
216,FSL R10-0990,6.998211764,9.96E+06
216,FSL R10-0990,7.002511761,1.01E+07
216,FSL R10-1181,8.302743914,2.01E+08
216,FSL R10-1181,8.309952277,2.04E+08
216,FSL R10-1181,8.252725606,1.79E+08
216,FSL R10-1181,8.221011193,1.66E+08
216,FSL R10-1181,8.248628463,1.77E+08
216,FSL R10-1181,8.214380622,1.64E+08
216,FSL R10-1344,8.921741296,8.35E+08
216,FSL R10-1344,8.868400874,7.39E+08
216,FSL R10-1344,8.947170689,8.85E+08
216,FSL R10-1344,8.758316704,5.73E+08
216,FSL R10-1344,8.840372153,6.92E+08
216,FSL R10-1344,8.903921576,8.02E+08
216,FSL R10-1432,8.236099885,1.72E+08
216,FSL R10-1432,8.214380622,1.64E+08
216,FSL R10-1432,8.240316364,1.74E+08
216,FSL R10-1432,8.147062475,1.40E+08
216,FSL R10-1432,8.103255686,1.27E+08
216,FSL R10-1432,8.077032755,1.19E+08
216,FSL R10-2381,7.457906743,2.87E+07
216,FSL R10-2381,7.355649139,2.27E+07
216,FSL R10-2381,7.32376,2.11E+07
216,FSL R10-2381,7.374452705,2.37E+07
216,FSL R10-2381,6.982817422,9.61E+06
216,FSL R10-2381,7.064231573,1.16E+07
216,FSL R10-3286,8.747290269,5.59E+08
216,FSL R10-3286,8.712424753,5.16E+08
216,FSL R10-3286,8.684664859,4.84E+08
216,FSL R10-3286,8.667115219,4.65E+08
216,FSL R10-3286,8.492902379,3.11E+08
216,FSL R10-3286,8.535566797,3.43E+08
240,FSL R10-0990,7.327466544,2.13E+07
240,FSL R10-0990,7.339319364,2.18E+07
240,FSL R10-3286,8.764756088,5.82E+08
240,FSL R10-3286,8.78738071,6.13E+08
264,FSL R10-0990,7.501227796,3.17E+07
264,FSL R10-0990,7.583604077,3.83E+07
264,FSL R10-3286,8.987271782,9.71E+08
264,FSL R10-3286,8.897748211,7.90E+08
288,FSL R10-0990,7.7647561,5.82E+07
288,FSL R10-0990,7.75298588,5.66E+07
288,FSL R10-3286,9.087712652,1.22E+09
288,FSL R10-3286,9.033472188,1.08E+09
360,FSL R10-0990,8.018574052,1.04E+08
360,FSL R10-0990,8.058445552,1.14E+08
360,FSL R10-3286,9.165893571,1.47E+09
360,FSL R10-3286,9.165893571,1.47E+09
384,FSL R10-0990,8.189061411,1.55E+08
384,FSL R10-0990,8.165893543,1.47E+08
384,FSL R10-3286,9.194665296,1.57E+09
384,FSL R10-3286,9.237069165,1.73E+09
