"","lag","mumax","LOG10N0","LOG10Nmax"
"R101587buch",0,0.0470815502209851,3.43153515660057,7.55703026161604
"R101587gomp",0,0.0584458847743112,3.14282272093834,7.82522606361725
"R101587bary",0,0.0489266446193323,3.40666558565812,7.59379752601043
