ID,milkType,size,container,projectNumber,plantID,dateProcessed,dateInitial,DIgreaterthanlessthan,DIdatavalue,DIcountability,D7greaterthanlessthan,D7datavalue,D7countability,D10greaterthanlessthan,D10datavalue,D10countability,D14greaterthanlessthan,D14datavalue,D14countability
4891,2%,Gal,Plastic,464,36-2151,8/6/2018,8/9/2018,,5.00,E,,2200,,,400000,E,,80000000,
4893,1%,Gal,Plastic,464,36-2151,8/6/2018,8/9/2018,,5.00,E,,39000,,,40000000,E,,56000000,
4896,Homogenized,qt,Paper,464,36-2151,8/6/2018,8/9/2018,,5.00,E,,720,,,400000,E,,23000000,
4897,2%,½ Gal,Paper,464,36-2151,8/6/2018,8/9/2018,,5.00,E,,820,,,400000,E,,32000000,
4898,1%,½ Gal,Paper,464,36-2151,8/6/2018,8/9/2018,,5.00,E,,130000,,,400000,E,,59000000,
4905,2%,½ Pint,Paper,464,36-3661,8/6/2018,8/9/2018,,5.00,E,,28000,,,400000,E,,68000000,
4906,2%,Gal,Plastic,464,36-3661,8/6/2018,8/9/2018,,5.00,E,,20,E,,8800,,,35000,E
4909,2%,Gal,Plastic,464,36-3661,8/6/2018,8/9/2018,,5.00,E,,420,,,400000,E,,42000000,
4913,Skim,½ Gal,Paper,464,36-3661,8/6/2018,8/9/2018,,5.00,E,,59000,,,400000,E,,34000000,
4915,1%,½ Pint,Paper,464,36-3661,8/6/2018,8/9/2018,,5.00,E,,20,E,,400000,E,,27000000,
4920,Creamline,½ Gal,Plastic,464,36-8446,8/2/2018,8/8/2018,,5.00,E,,20,E,,400000,E,,40000000,E
4921,Creamline,½ Gal,Plastic,464,36-8446,8/3/2018,8/8/2018,,5.00,E,,20,E,,400000,E,,2000,E
4925,Skim,½ Gal,Plastic,465,25-08,8/28/2018,8/30/2018,,5.00,E,,4000,E,,36000000,,,2000000,E
4926,1%,½ Gal,Plastic,465,25-08,8/28/2018,8/30/2018,,5.00,E,,20,E,,1000,,,40000000,E
4928,Homogenized,14 oz.,Plastic,465,25-08,8/28/2018,8/30/2018,,380.00,E,,1300000,,,20000000,,,280000000,E
4931,2%,½ Pint,Paper,465,25-08,8/28/2018,8/30/2018,,5.00,E,,38000,E,,16000000,,,120000000,
4932,Skim,½ Pint,Paper,465,25-08,8/28/2018,8/30/2018,,5.00,E,,22000,E,,20000000,,,69000000,
4933,Skim,14 oz.,Plastic,465,25-08,8/28/2018,8/30/2018,,560.00,,,6700000,,,54000000,,,280000000,E
4934,1%,½ Pint,Paper,465,25-08,8/28/2018,8/30/2018,,400000.00,E,,20000000,,,160000000,E,,380000000,E
4937,Homogenized,½ Gal,Plastic,465,36-8185,8/27/2018,8/30/2018,,40.00,E,,17000,,,250000,,,40000000,E
4939,Skim,½ Gal,Plastic,465,36-8185,8/27/2018,8/30/2018,,5.00,E,,400000,,,17000000,,,43000000,
4941,2%,Gal,Plastic,465,36-8185,8/27/2018,8/30/2018,,5.00,E,,140000,,,23000000,,,400000000,
4942,Skim,Gal,Plastic,465,36-8185,8/27/2018,8/30/2018,,5.00,E,,400000,,,15000000,,,73000000,
4943,Skim,Gal,Plastic,465,36-8185,8/27/2018,8/30/2018,,5.00,E,,37000,,,5200000,,,34000000,
4945,Homogenized,½ Gal,Plastic,465,36-2985,8/28/2018,8/30/2018,,5.00,E,,100000,,,11000000,,,17000000,
4946,2%,½ Gal,Plastic,465,36-2985,8/28/2018,8/30/2018,,5.00,E,,5300000,,,37000000,,,41000000,
4947,Skim,½ Gal,Plastic,465,36-2985,8/29/2018,8/30/2018,,5.00,E,,5300,,,1600000,E,,99000000,E
4948,1%,½ Gal,Plastic,465,36-2985,8/29/2018,8/30/2018,,5.00,E,,400000,,,13000000,,,100000000,E
4950,Homogenized,qt,Paper,465,36-2985,8/27/2018,8/30/2018,,3400.00,,,40000000,,,81000000,,,220000000,E
4951,2%,½ Pint,Paper,465,36-2985,8/28/2018,8/30/2018,,5.00,E,,6100000,,,40000000,,,110000000,
4952,Skim,½ Pint,Paper,465,36-2985,8/27/2018,8/30/2018,,1500.00,,,40000000,,,40000000,,,180000000,E
4953,1%,½ Pint,Paper,465,36-2985,8/28/2018,8/30/2018,,5.00,E,,400000,,,81000000,,,780000000,
4959,Homogenized,½ Gal,Plastic,466,36-5385,9/19/2018,9/20/2018,,5.00,E,,5500000,,,74000000,,,6800000,
4960,2%,½ Gal,Plastic,466,36-5385,9/19/2018,9/20/2018,,40.00,E,,40000000,,,40000000,,,420000000,
4961,Skim,½ Gal,Plastic,466,36-5385,9/19/2018,9/20/2018,,5.00,E,,170000,,,25000000,,,160000000,
4963,2%,qt,Glass,466,36-5385,9/19/2018,9/20/2018,,5.00,E,,40000000,,,58000000,,,6200000,
4970,2%,½ Pint,Paper,466,36-1880,9/24/2018,9/27/2018,,5.00,E,,20,E,,1000,,,600000,
4975,Creamline,½ Gal,Plastic,466,36-1103,9/25/2018,9/27/2018,,40.00,E,,440,,,5600,,,510000,
4979,Homogenized,½ Gal,Plastic,466,36-8832,9/25/2018,9/27/2018,,5.00,E,,3600,,,40000000,E,,200000,E
4980,2%,½ Gal,Plastic,466,36-8832,9/25/2018,9/27/2018,,5.00,E,,400000,E,,34000000,,,760000000,
4988,Homogenized,½ Gal,Paper,466,36-3108,9/26/2018,10/1/2018,,5.00,E,,2500,,,420000,,,110000000,
4989,2%,½ Gal,Paper,466,36-3108,9/26/2018,10/1/2018,,5.00,E,,1700,,,680000,,,99000000,
4994,2%,½ Gal,Plastic,466,33-08,10/2/2018,10/5/2018,,5.00,E,,3100,,,40000000,,,100000000,
5004,Homogenized,½ Gal,Plastic,467,36-4739,10/20/2018,10/26/2018,,5.00,E,,,,,400000,E,,29000000,
5009,2%,½ Pint,Paper,467,36-4739,10/23/2018,10/26/2018,,5.00,E,,22000,,,5400000,,,84000000,
5019,Creamline,½ Gal,Plastic,467,36-8446,10/18/2018,10/25/2018,,5.00,E,,,,,1200,,,120000,
5022,Homogenized,½ Gal,Plastic,467,36-2107,10/23/2018,10/29/2018,,5.00,E,,20,E,,1500,,,30000,
5024,Skim,½ Gal,Plastic,467,36-2107,10/21/2018,10/29/2018,,5.00,E,,,,,5700,,,400000,E
5025,1%,½ Gal,Plastic,467,36-2107,10/21/2018,10/29/2018,,5.00,E,,,,,400000,E,,400000,E
5026,Homogenized,½ Gal,Paper,467,36-2107,10/21/2018,10/29/2018,,65.00,,,,,,98000,,,400000,E
5028,Skim,½ Gal,Paper,467,36-2107,10/21/2018,10/29/2018,,5.00,E,,,,,2000,E,,400000,E
5030,Homogenized,½ Gal,Plastic,467,36-1661,10/23/2018,10/25/2018,,5.00,E,,27000,,,4000,E,,140000000,
5031,2%,½ Gal,Plastic,467,36-1661,10/23/2018,10/25/2018,,5.00,E,,68000,,,6600000,,,62000000,
5032,Skim,½ Gal,Plastic,467,36-1661,10/23/2018,10/25/2018,,5.00,E,,14000,,,4000000,,,2000,E
5033,1%,½ Gal,Plastic,467,36-1661,10/23/2018,10/25/2018,,5.00,E,,11000,,,5500000,,,280000000,
5036,2%,Gal,Plastic,467,36-1661,10/23/2018,10/25/2018,,5.00,E,,160,E,,7600,E,,13000000,
5037,Skim,qt,Plastic,467,36-1661,10/23/2018,10/25/2018,,40.00,E,,400000,E,,3300000,E,,480000000,
5038,Skim,Gal,Plastic,467,36-1661,10/23/2018,10/25/2018,,5.00,E,,400000,E,,55000000,,,500000000,
5042,2% Creamline,½ Gal,Plastic,467,36-1288,10/31/2018,11/1/2018,,5.00,E,,2400,,,530000,,,86000000,
5045,Creamline,pt,Plastic,467,36-1288,10/29/2018,11/1/2018,,5.00,E,,28000,E,,40000000,E,,19000000,
5060,2%,½ Gal,Plastic,468,23-03,1/14/2019,1/17/2019,,5.00,E,,20,E,,2900,,,3700,
5063,Homogenized,qt,Plastic,468,23-03,1/14/2019,1/17/2019,,5.00,E,,47000,,,15000000,,,900000000,
5064,2%,qt,Plastic,468,23-03,1/14/2019,1/17/2019,,5.00,E,,400000,E,,97000000,,,200000,E
5065,Skim,qt,Plastic,468,23-03,1/14/2019,1/17/2019,,5.00,E,,80,E,,7700,,,40000000,E
5066,1%,qt,Plastic,468,23-03,1/14/2019,1/17/2019,,5.00,E,,400000,E,,41000000,,,820000000,
5075,Homogenized,½ Gal,Paper,468,36-3108,1/16/2019,1/17/2019,,5.00,E,,18000,,,60000,,,1300000000,
5084,Homogenized,½ Gal,Plastic,469,36-1007,2/11/2019,2/15/2019,,5.00,E,,20,E,,1200,,,2800000,
5086,Skim,½ Gal,Plastic,469,36-1007,2/11/2019,2/15/2019,,5.00,E,,7100,,,110000,,,140000000,
5088,Homogenized,16 oz.,Plastic,469,36-1007,2/11/2019,2/15/2019,,880.00,,,230000,,,51000000,,,150000000,
5092,Skim,Gal,Plastic,469,36-2151,2/11/2019,2/14/2019,,5.00,E,,16000,,,14000000,,,84000000,
5104,2% Creamline,½ Gal,Plastic,469,36-1288,2/13/2019,2/14/2019,,5.00,E,,400000,E,,50000000,,,130000000,
5113,Homogenized,½ Gal,Plastic,469,36-5385,2/9/2019,2/14/2019,,5.00,E,,,,,40000000,E,,190000000,
5114,2%,½ Gal,Plastic,469,36-5385,2/9/2019,2/14/2019,,40.00,E,,,,,40000000,E,,350000000,
5115,Skim,½ Gal,Plastic,469,36-5385,2/9/2019,2/14/2019,,5.00,E,,,,,40000000,E,,78000000,
5117,Homogenized,qt,Glass,469,36-5673,2/7/2019,2/14/2019,,16000.00,,,,,,40000000,E,,160000000,
5118,2%,qt,Glass,469,36-5673,2/7/2019,2/14/2019,,750.00,,,,,,40000000,E,,170000000,
5119,Skim,qt,Glass,469,36-5673,2/7/2019,2/14/2019,,3000.00,,,,,,40000000,E,,54000000,
5121,Homogenized,½ Gal,Plastic,470,36-1880,3/11/2019,3/14/2019,,5.00,E,,100,E,,28000,E,,40000000,E
5124,1%,½ Gal,Plastic,470,36-1880,3/11/2019,3/14/2019,,5.00,E,,400000,,,62000000,,,1100000000,
5128,Skim,½ Pint,Paper,470,36-1880,3/11/2019,3/14/2019,,5.00,E,,67000,,,40000000,E,,200000000,
5142,Creamline,½ Gal,Plastic,470,36-1255,3/11/2019,3/14/2019,,5.00,E,,91000,,,40000000,E,,52000000,
5143,Skim,½ Gal,Plastic,470,36-1255,3/11/2019,3/14/2019,,5.00,E,,400000,,,39000000,,,690000000,
5144,1%,½ Gal,Plastic,470,36-1255,3/11/2019,3/14/2019,,40.00,E,,400000,,,100000000,,,420000000,
5146,Skim,12 oz,Plastic,470,36-1255,3/11/2019,3/14/2019,,40.00,E,,400000,,,22000000,,,210000000,
5147,1%,12 oz,Plastic,470,36-1255,3/11/2019,3/14/2019,,5.00,E,,400000,,,33000000,,,130000000,
5148,1%,qt,Glass,470,36-1255,3/11/2019,3/14/2019,,5.00,E,,400000,,,64000000,,,220000000,
5150,Homogenized,½ Gal,Plastic,470,36-1348,3/11/2019,3/14/2019,,5.00,E,,29000,,,40000000,E,,260000000,
5151,2%,½ Gal,Plastic,470,36-1348,3/11/2019,3/14/2019,,5.00,E,,14000,,,40000000,E,,180000000,
5152,Skim,½ Gal,Plastic,470,36-1348,3/11/2019,3/14/2019,,5.00,E,,32000,,,40000000,E,,150000000,
5156,2%,½ Gal,Plastic,470,42-65,3/11/2019,3/14/2019,,5.00,E,,340,E,,1800,,,55000,
5157,Skim,½ Gal,Plastic,470,42-65,3/11/2019,3/14/2019,,5.00,E,,3000,,,3200000,,,130000000,
5160,2%,½ Pint,Paper,470,42-65,3/11/2019,3/14/2019,,5.00,E,,80,E,,17000,,,1200000,
5168,Homogenized,Lit,Glass,470,36-1414,3/4/2019,3/14/2019,,400000.00,E,,40000000,E,,45000000,,,350000000,
5176,Skim,½ Pint,Paper,471,36-4739,4/5/2019,4/11/2019,,5.00,E,,,,,120000,,,16000000,
5180,Creamline,½ Gal,Plastic,471,36-8446,4/4/2019,4/11/2019,,15.00,E,,,,,400000,E,,40000000,
5181,Creamline,½ Gal,Plastic,471,36-8446,4/5/2019,4/11/2019,,380.00,E,,,,,400000,E,,87000000,
5184,Creamline,qt,Glass,471,36-1139,4/6/2019,4/11/2019,,5.00,E,,,,,130000,,,16000000,
5193,2%,Gal,Plastic,471,36-3661,4/15/2019,4/18/2019,,5.00,E,,580,,,800000,,,10000000,
5197,1%,½ Pint,Paper,471,36-3661,4/15/2019,4/18/2019,,5.00,E,,2200,,,3600000,,,10000000,
5202,Creamline,½ Gal,Plastic,471,36-1296,4/16/2019,4/18/2019,,5.00,E,,400000,E,,21000000,,,260000000,
5205,2%,½ Gal,Plastic,471,36-8185,4/13/2019,4/18/2019,,5.00,E,,,,,2200000,,,2200000,
5213,2%,½ Gal,Plastic,471,36-2985,4/15/2019,4/18/2019,,80.00,E,,400000,E,,16000000,,,170000000,
5214,Skim,½ Gal,Plastic,471,36-2985,4/15/2019,4/18/2019,,5.00,E,,130000,,,19000000,,,90000000,
5217,Homogenized,qt,Paper,471,36-2985,4/15/2019,4/18/2019,,260.00,E,,400000,E,,34000000,,,34000000,
5218,2%,½ Pint,Paper,471,36-2985,4/11/2019,4/18/2019,,400000.00,E,,,,,10000000,,,77000000,
5219,Skim,½ Pint,Paper,471,36-2985,4/15/2019,4/18/2019,,140.00,E,,400000,E,,35000000,,,220000000,
5220,Skim,qt,Paper,471,36-2985,4/15/2019,4/18/2019,,280.00,E,,400000,E,,35000000,,,56000000,
5221,1%,½ Pint,Paper,471,36-2985,4/15/2019,4/18/2019,,480.00,,,400000,E,,32000000,,,160000000,
5229,2%,½ Pint,Paper,472,25-08,5/13/2019,5/16/2019,,5.00,E,,20,E,,10000,,,40000000,E
5230,2%,Gal,Plastic,472,25-08,5/13/2019,5/16/2019,,5.00,E,,20,E,,1100,,,78000,
5231,Skim,½ Pint,Paper,472,25-08,5/13/2019,5/16/2019,,5.00,E,,780,,,1200000,,,1100000000,
5232,1%,½ Pint,Paper,472,25-08,5/13/2019,5/16/2019,,5.00,E,,110000,,,11000000,,,820000000,
5235,Homogenized,½ Gal,Plastic,472,36-1661,5/13/2019,5/16/2019,,5.00,E,,54000,,,40000000,E,,1200000000,
5236,2%,½ Gal,Plastic,472,36-1661,5/13/2019,5/16/2019,,5.00,E,,20,E,,16000,,,40000000,E
5237,Skim,½ Gal,Plastic,472,36-1661,5/13/2019,5/16/2019,,5.00,E,,3600,,,10000000,,,800000000,
5238,1%,½ Gal,Plastic,472,36-1661,5/13/2019,5/16/2019,,5.00,E,,860,,,66000,,,280000000,
5241,2%,qt,Plastic,472,36-1661,5/13/2019,5/16/2019,,2.50,E,,400000,E,,110000000,,,1000000000,
5247,Homogenized,½ Pint,Paper,472,36-2107,5/13/2019,5/16/2019,,40.00,E,,400000,E,,220000000,,,1600000000,
5248,Homogenized,½ Pint,Paper,472,36-2107,5/13/2019,5/16/2019,,60.00,E,,400000,E,,160000000,,,800000000,
5249,2%,qt,Paper,472,36-2107,5/13/2019,5/16/2019,,5.00,E,,400000,E,,61000000,,,820000000,
5250,Skim,½ Pint,Paper,472,36-2107,5/13/2019,5/16/2019,,2.50,E,,400000,E,,260000000,,,1300000000,
5251,Skim,qt,Plastic,472,36-2107,5/13/2019,5/16/2019,,80.00,E,,400000,E,,110000000,,,1800000000,
5252,1%,½ Pint,Paper,472,36-2107,5/13/2019,5/16/2019,,5.00,E,,400000,E,,99000000,,,1100000000,
5263,Skim,½ Gal,Plastic,472,36-1007,5/20/2019,5/23/2019,,5.00,E,,140000,,,13000000,,,100000000,
5265,Homogenized,½ Gal,Glass,472,36-1007,5/20/2019,5/23/2019,,5.00,E,,32000,E,,3600000,E,,26000000,
5266,Homogenized,qt,Glass,472,36-1007,5/20/2019,5/23/2019,,5.00,E,,47000,,,330000,,,19000000,
5267,Homogenized,pt,Plastic,472,36-1007,5/20/2019,5/23/2019,,5.00,E,,190000,,,14000000,,,770000,
5268,2%,qt,Glass,472,36-1007,5/20/2019,5/23/2019,,5.00,E,,2600000,,,15000000,,,140000000,
5269,Skim,pt,Plastic,472,36-1007,5/20/2019,5/23/2019,,5.00,E,,620000,,,19000000,,,77000000,
