VSL Number,Product,SampleID,Plant,Date Collected,Date Processed,Day,Test,GreaterThan/LessThan,Count Value,Countability
435,DRI Extras,83-1,Hood-Portland,16-Sep-15,14-Sep-15,D10,SPC,,2360,
435,DRI Extras,83-1,Hood-Portland,16-Sep-15,14-Sep-15,D10,CVTA,,2190,
435,DRI Extras,83-2,Hood-Portland,16-Sep-15,14-Sep-15,D7,SPC,,225,E
435,DRI Extras,83-2,Hood-Portland,16-Sep-15,14-Sep-15,D7,CVTA,<,10,E
435,DRI Extras,83-2,Hood-Portland,16-Sep-15,14-Sep-15,D10,SPC,,399,E
435,DRI Extras,83-2,Hood-Portland,16-Sep-15,14-Sep-15,D10,CVTA,<,10,E
435,DRI Extras,85,Hood-Portland,16-Sep-15,14-Sep-15,D7,SPC,,133,E
435,DRI Extras,85,Hood-Portland,16-Sep-15,14-Sep-15,D7,CVTA,<,10,E
435,DRI Extras,85,Hood-Portland,16-Sep-15,14-Sep-15,D10,SPC,,1200,S
435,DRI Extras,85,Hood-Portland,16-Sep-15,14-Sep-15,D10,CVTA,<,10,E
435,DRI Extras,85-1,Hood-Portland,16-Sep-15,14-Sep-15,D7,SPC,,72,E
435,DRI Extras,85-1,Hood-Portland,16-Sep-15,14-Sep-15,D7,CVTA,<,10,E
435,DRI Extras,85-1,Hood-Portland,16-Sep-15,14-Sep-15,D10,SPC,,5430,S
435,DRI Extras,85-1,Hood-Portland,16-Sep-15,14-Sep-15,D10,CVTA,<,10,E
435,DRI Extras,85-2,Hood-Portland,16-Sep-15,14-Sep-15,D7,SPC,,4090,
435,DRI Extras,85-2,Hood-Portland,16-Sep-15,14-Sep-15,D7,CVTA,,51800,
435,DRI Extras,85-2,Hood-Portland,16-Sep-15,14-Sep-15,D10,SPC,,377000,
435,DRI Extras,85-2,Hood-Portland,16-Sep-15,14-Sep-15,D10,CVTA,,16500000,
435,DRI Extras,12-1,Stewart's,15-Sep-15,15-Sep-15,D14,SPC,,205,E
435,DRI Extras,12-1,Stewart's,15-Sep-15,15-Sep-15,D14,CVTA,<,100,E
435,DRI Extras,12-1,Stewart's,15-Sep-15,15-Sep-15,D17,SPC,,1130,
435,DRI Extras,12-1,Stewart's,15-Sep-15,15-Sep-15,D17,CVTA,<,100,E
435,DRI Extras,13-1,Stewart's,15-Sep-15,15-Sep-15,D14,SPC,,260000000,
435,DRI Extras,13-1,Stewart's,15-Sep-15,15-Sep-15,D14,CVTA,,361000000,
435,DRI Extras,13-1,Stewart's,15-Sep-15,15-Sep-15,D17,SPC,,473000000,
435,DRI Extras,13-1,Stewart's,15-Sep-15,15-Sep-15,D17,CVTA,,402000000,
435,DRI Extras,13-2,Stewart's,15-Sep-15,15-Sep-15,D14,SPC,,327,E
435,DRI Extras,13-2,Stewart's,15-Sep-15,15-Sep-15,D14,CVTA,<,10,E
435,DRI Extras,13-2,Stewart's,15-Sep-15,15-Sep-15,D17,SPC,,28100,
435,DRI Extras,13-2,Stewart's,15-Sep-15,15-Sep-15,D17,CVTA,<,10,E
435,DRI Extras,15,Stewart's,15-Sep-15,15-Sep-15,D14,SPC,,63500000,
435,DRI Extras,15,Stewart's,15-Sep-15,15-Sep-15,D14,CVTA,<,10,E
435,DRI Extras,15,Stewart's,15-Sep-15,15-Sep-15,D17,SPC,,5450000,
435,DRI Extras,15,Stewart's,15-Sep-15,15-Sep-15,D17,CVTA,<,10,E
435,DRI Extras,15-2,Stewart's,15-Sep-15,15-Sep-15,D14,SPC,,354000,
435,DRI Extras,15-2,Stewart's,15-Sep-15,15-Sep-15,D14,CVTA,<,10,E
435,DRI Extras,15-2,Stewart's,15-Sep-15,15-Sep-15,D17,SPC,,4730000,
435,DRI Extras,15-2,Stewart's,15-Sep-15,15-Sep-15,D17,CVTA,<,10,E
435,DRI Extras,42-1,Garelick Farms,15-Sep-15,15-Sep-15,D14,SPC,,25400,
435,DRI Extras,42-1,Garelick Farms,15-Sep-15,15-Sep-15,D14,CVTA,<,10,E
435,DRI Extras,42-1,Garelick Farms,15-Sep-15,15-Sep-15,D17,SPC,,6030,
435,DRI Extras,42-1,Garelick Farms,15-Sep-15,15-Sep-15,D17,CVTA,<,10,E
435,DRI Extras,42-2,Garelick Farms,15-Sep-15,15-Sep-15,D14,SPC,,2560,
435,DRI Extras,42-2,Garelick Farms,15-Sep-15,15-Sep-15,D14,CVTA,<,100,E
435,DRI Extras,42-2,Garelick Farms,15-Sep-15,15-Sep-15,D17,SPC,,13700,
435,DRI Extras,42-2,Garelick Farms,15-Sep-15,15-Sep-15,D17,CVTA,<,100,E
435,DRI Extras,43-1,Garelick Farms,15-Sep-15,15-Sep-15,D14,SPC,,705,
435,DRI Extras,43-1,Garelick Farms,15-Sep-15,15-Sep-15,D14,CVTA,<,10,E
435,DRI Extras,43-1,Garelick Farms,15-Sep-15,15-Sep-15,D17,SPC,,2190,
435,DRI Extras,43-1,Garelick Farms,15-Sep-15,15-Sep-15,D17,CVTA,<,10,E
435,DRI Extras,43-2,Garelick Farms,15-Sep-15,15-Sep-15,D14,SPC,,973,
435,DRI Extras,43-2,Garelick Farms,15-Sep-15,15-Sep-15,D14,CVTA,<,10,E
435,DRI Extras,43-2,Garelick Farms,15-Sep-15,15-Sep-15,D17,SPC,,10300,S
435,DRI Extras,43-2,Garelick Farms,15-Sep-15,15-Sep-15,D17,CVTA,<,10,E
435,DRI Extras,72,Hood-Concord,16-Sep-15,14-Sep-15,D14,SPC,,460,
435,DRI Extras,72,Hood-Concord,16-Sep-15,14-Sep-15,D14,CVTA,<,10,E
435,DRI Extras,72,Hood-Concord,16-Sep-15,14-Sep-15,D17,SPC,,2340,
435,DRI Extras,72,Hood-Concord,16-Sep-15,14-Sep-15,D17,CVTA,<,10,E
435,DRI Extras,72-1,Hood-Concord,16-Sep-15,14-Sep-15,D14,SPC,,583,
435,DRI Extras,72-1,Hood-Concord,16-Sep-15,14-Sep-15,D14,CVTA,<,10,E
435,DRI Extras,72-1,Hood-Concord,16-Sep-15,14-Sep-15,D17,SPC,,1140,
435,DRI Extras,72-1,Hood-Concord,16-Sep-15,14-Sep-15,D17,CVTA,<,10,E
435,DRI Extras,72-2,Hood-Concord,16-Sep-15,14-Sep-15,D14,SPC,,971,
435,DRI Extras,72-2,Hood-Concord,16-Sep-15,14-Sep-15,D14,CVTA,<,10,E
435,DRI Extras,72-2,Hood-Concord,16-Sep-15,14-Sep-15,D17,SPC,,256,E
435,DRI Extras,72-2,Hood-Concord,16-Sep-15,14-Sep-15,D17,CVTA,<,10,E
435,DRI Extras,73,Hood-Concord,16-Sep-15,14-Sep-15,D14,SPC,,1680,
435,DRI Extras,73,Hood-Concord,16-Sep-15,14-Sep-15,D14,CVTA,<,10,E
435,DRI Extras,73,Hood-Concord,16-Sep-15,14-Sep-15,D17,SPC,,583,
435,DRI Extras,73,Hood-Concord,16-Sep-15,14-Sep-15,D17,CVTA,<,10,E
435,DRI Extras,73-1,Hood-Concord,16-Sep-15,14-Sep-15,D14,SPC,,1030,
435,DRI Extras,73-1,Hood-Concord,16-Sep-15,14-Sep-15,D14,CVTA,<,10,E
435,Core,12,Stewart's,15-Sep-15,15-Sep-15,DI,SPC,,370,E
435,Core,12,Stewart's,15-Sep-15,15-Sep-15,DI,CVTA,<,10,E
435,Core,12,Stewart's,15-Sep-15,15-Sep-15,D7,SPC,,300,E
435,Core,12,Stewart's,15-Sep-15,15-Sep-15,D10,SPC,,287,E
435,Core,12,Stewart's,15-Sep-15,15-Sep-15,D14,SPC,,961,
435,Core,12,Stewart's,15-Sep-15,15-Sep-15,D17,SPC,,1010,
435,Core,12,Stewart's,15-Sep-15,15-Sep-15,D21,SPC,,42700,
435,Core,12,Stewart's,15-Sep-15,15-Sep-15,D7,CVTA,<,10,E
435,Core,12,Stewart's,15-Sep-15,15-Sep-15,D10,CVTA,<,10,E
435,Core,12,Stewart's,15-Sep-15,15-Sep-15,D14,CVTA,<,10,E
435,Core,12,Stewart's,15-Sep-15,15-Sep-15,D17,CVTA,<,10,E
435,Core,12,Stewart's,15-Sep-15,15-Sep-15,D21,CVTA,<,10,E
435,DRI Extras,12-1,Stewart's,15-Sep-15,15-Sep-15,D21,SPC,,705,
435,DRI Extras,12-1,Stewart's,15-Sep-15,15-Sep-15,D21,CVTA,<,10,E
435,Core,13,Stewart's,15-Sep-15,15-Sep-15,DI,SPC,,400,
435,Core,13,Stewart's,15-Sep-15,15-Sep-15,D7,SPC,,280,E
435,Core,13,Stewart's,15-Sep-15,15-Sep-15,D10,SPC,,215,E
435,Core,13,Stewart's,15-Sep-15,15-Sep-15,D14,SPC,,450,
435,Core,13,Stewart's,15-Sep-15,15-Sep-15,D17,SPC,,266,E
435,Core,13,Stewart's,15-Sep-15,15-Sep-15,D21,SPC,,1430,
435,Core,13,Stewart's,15-Sep-15,15-Sep-15,DI,CVTA,<,10,E
435,Core,13,Stewart's,15-Sep-15,15-Sep-15,D7,CVTA,<,10,E
435,Core,13,Stewart's,15-Sep-15,15-Sep-15,D10,CVTA,<,10,E
435,Core,13,Stewart's,15-Sep-15,15-Sep-15,D14,CVTA,<,10,E
435,Core,13,Stewart's,15-Sep-15,15-Sep-15,D17,CVTA,<,10,E
435,Core,13,Stewart's,15-Sep-15,15-Sep-15,D21,CVTA,<,10,E
435,DRI Extras,13-1,Stewart's,15-Sep-15,15-Sep-15,D21,SPC,,729000000,
435,DRI Extras,13-1,Stewart's,15-Sep-15,15-Sep-15,D21,CVTA,,650000000,
435,DRI Extras,13-2,Stewart's,15-Sep-15,15-Sep-15,D21,SPC,,270000,
435,DRI Extras,13-2,Stewart's,15-Sep-15,15-Sep-15,D21,CVTA,<,10,E
435,DRI Extras,15,Stewart's,15-Sep-15,15-Sep-15,D21,SPC,,42900000,
435,DRI Extras,15,Stewart's,15-Sep-15,15-Sep-15,D21,CVTA,<,10,E
435,DRI Extras,15-2,Stewart's,15-Sep-15,15-Sep-15,D21,SPC,,36400000,
435,DRI Extras,15-2,Stewart's,15-Sep-15,15-Sep-15,D21,CVTA,<,10,E
435,Core,42,Garelick Farms,15-Sep-15,15-Sep-15,DI,SPC,,660,
435,Core,42,Garelick Farms,15-Sep-15,15-Sep-15,D7,SPC,,550,
435,Core,42,Garelick Farms,15-Sep-15,15-Sep-15,D10,SPC,,1550,
435,Core,42,Garelick Farms,15-Sep-15,15-Sep-15,D14,SPC,,2760,
435,Core,42,Garelick Farms,15-Sep-15,15-Sep-15,D17,SPC,,25200,
435,Core,42,Garelick Farms,15-Sep-15,15-Sep-15,D21,SPC,,4090000,
435,DRI Extras,42-1,Garelick Farms,15-Sep-15,15-Sep-15,D21,SPC,,661000,
435,DRI Extras,42-1,Garelick Farms,15-Sep-15,15-Sep-15,D21,CVTA,,1420,U
435,DRI Extras,42-2,Garelick Farms,15-Sep-15,15-Sep-15,D21,SPC,,231000,
435,DRI Extras,42-2,Garelick Farms,15-Sep-15,15-Sep-15,D21,CVTA,<,10,E
435,Core,42,Garelick Farms,15-Sep-15,15-Sep-15,DI,CVTA,<,10,E
435,Core,42,Garelick Farms,15-Sep-15,15-Sep-15,D7,CVTA,<,10,E
435,Core,42,Garelick Farms,15-Sep-15,15-Sep-15,D10,CVTA,<,10,E
435,Core,42,Garelick Farms,15-Sep-15,15-Sep-15,D14,CVTA,<,10,E
435,Core,42,Garelick Farms,15-Sep-15,15-Sep-15,D17,CVTA,<,10,E
435,Core,42,Garelick Farms,15-Sep-15,15-Sep-15,D21,CVTA,<,10,E
435,Core,43,Garelick Farms,15-Sep-15,15-Sep-15,DI,SPC,,260,E
435,Core,43,Garelick Farms,15-Sep-15,15-Sep-15,D7,SPC,,220,E
435,Core,43,Garelick Farms,15-Sep-15,15-Sep-15,D10,SPC,,174,E
435,Core,43,Garelick Farms,15-Sep-15,15-Sep-15,D14,SPC,,133,E
435,Core,43,Garelick Farms,15-Sep-15,15-Sep-15,D17,SPC,,22900,
435,Core,43,Garelick Farms,15-Sep-15,15-Sep-15,D21,SPC,,103000,
435,Core,43,Garelick Farms,15-Sep-15,15-Sep-15,DI,CVTA,<,10,E
435,Core,43,Garelick Farms,15-Sep-15,15-Sep-15,D7,CVTA,<,10,E
435,Core,43,Garelick Farms,15-Sep-15,15-Sep-15,D10,CVTA,<,10,E
435,Core,43,Garelick Farms,15-Sep-15,15-Sep-15,D14,CVTA,<,10,E
435,Core,43,Garelick Farms,15-Sep-15,15-Sep-15,D17,CVTA,<,10,E
435,Core,43,Garelick Farms,15-Sep-15,15-Sep-15,D21,CVTA,<,10,E
435,DRI Extras,43-1,Garelick Farms,15-Sep-15,15-Sep-15,D21,SPC,>,400000,E
435,DRI Extras,43-1,Garelick Farms,15-Sep-15,15-Sep-15,D21,CVTA,,2290,U
435,DRI Extras,43-2,Garelick Farms,15-Sep-15,15-Sep-15,D21,SPC,,73600,
435,DRI Extras,43-2,Garelick Farms,15-Sep-15,15-Sep-15,D21,CVTA,<,10,E
435,DRI Extras,72,Hood-Concord,16-Sep-15,14-Sep-15,D21,SPC,,276,E
435,DRI Extras,72,Hood-Concord,16-Sep-15,14-Sep-15,D21,CVTA,<,10,E
435,DRI Extras,72-1,Hood-Concord,16-Sep-15,14-Sep-15,D21,SPC,,2940,
435,DRI Extras,72-1,Hood-Concord,16-Sep-15,14-Sep-15,D21,CVTA,<,10,E
435,DRI Extras,72-2,Hood-Concord,16-Sep-15,14-Sep-15,D21,SPC,,3640,
435,DRI Extras,72-2,Hood-Concord,16-Sep-15,14-Sep-15,D21,CVTA,<,10,E
435,DRI Extras,73,Hood-Concord,16-Sep-15,14-Sep-15,D21,SPC,,511,
435,DRI Extras,73,Hood-Concord,16-Sep-15,14-Sep-15,D21,CVTA,<,10,E
435,DRI Extras,73-1,Hood-Concord,16-Sep-15,14-Sep-15,D17,SPC,,552,S
435,DRI Extras,73-1,Hood-Concord,16-Sep-15,14-Sep-15,D17,CVTA,<,10,E
435,DRI Extras,73-1,Hood-Concord,16-Sep-15,14-Sep-15,D21,SPC,,950,
435,DRI Extras,73-1,Hood-Concord,16-Sep-15,14-Sep-15,D21,CVTA,<,10,E
435,DRI Extras,73-2,Hood-Concord,16-Sep-15,14-Sep-15,D14,SPC,,1100,
435,DRI Extras,73-2,Hood-Concord,16-Sep-15,14-Sep-15,D14,CVTA,<,10,E
435,DRI Extras,73-2,Hood-Concord,16-Sep-15,14-Sep-15,D17,SPC,,5120,
435,DRI Extras,73-2,Hood-Concord,16-Sep-15,14-Sep-15,D17,CVTA,<,10,E
435,DRI Extras,73-2,Hood-Concord,16-Sep-15,14-Sep-15,D21,SPC,>,400000,E
435,DRI Extras,73-2,Hood-Concord,16-Sep-15,14-Sep-15,D21,CVTA,>,400000,E
435,DRI Extras,75,Hood-Concord,16-Sep-15,14-Sep-15,D14,SPC,,4090000,
435,DRI Extras,75,Hood-Concord,16-Sep-15,14-Sep-15,D14,CVTA,,31300,
435,DRI Extras,75,Hood-Concord,16-Sep-15,14-Sep-15,D17,SPC,,10200,
435,DRI Extras,75,Hood-Concord,16-Sep-15,14-Sep-15,D17,CVTA,<,10,E
435,DRI Extras,75,Hood-Concord,16-Sep-15,14-Sep-15,D21,SPC,,1530000,
435,DRI Extras,75,Hood-Concord,16-Sep-15,14-Sep-15,D21,CVTA,,4420000,
435,DRI Extras,75-1,Hood-Concord,16-Sep-15,14-Sep-15,D14,SPC,,787000,
435,DRI Extras,75-1,Hood-Concord,16-Sep-15,14-Sep-15,D14,CVTA,<,10,E
435,DRI Extras,75-1,Hood-Concord,16-Sep-15,14-Sep-15,D17,SPC,,5260000,
435,DRI Extras,75-1,Hood-Concord,16-Sep-15,14-Sep-15,D17,CVTA,,317,E
435,DRI Extras,75-1,Hood-Concord,16-Sep-15,14-Sep-15,D21,SPC,,4040000,
435,DRI Extras,75-1,Hood-Concord,16-Sep-15,14-Sep-15,D21,CVTA,,2590,U
435,DRI Extras,75-2,Hood-Concord,16-Sep-15,14-Sep-15,D14,SPC,,1160000,
435,DRI Extras,75-2,Hood-Concord,16-Sep-15,14-Sep-15,D14,CVTA,,409000,
435,DRI Extras,75-2,Hood-Concord,16-Sep-15,14-Sep-15,D17,SPC,,379000,
435,DRI Extras,75-2,Hood-Concord,16-Sep-15,14-Sep-15,D17,CVTA,<,1000,E
435,DRI Extras,75-2,Hood-Concord,16-Sep-15,14-Sep-15,D21,SPC,,12900000,
435,DRI Extras,75-2,Hood-Concord,16-Sep-15,14-Sep-15,D21,CVTA,<,1000,E
435,DRI Extras,82,Hood-Portland,16-Sep-15,14-Sep-15,D14,SPC,,292000,
435,DRI Extras,82,Hood-Portland,16-Sep-15,14-Sep-15,D14,CVTA,,331000,
435,DRI Extras,82,Hood-Portland,16-Sep-15,14-Sep-15,D17,SPC,,4060000,
435,DRI Extras,82,Hood-Portland,16-Sep-15,14-Sep-15,D17,CVTA,,42600,
435,DRI Extras,82,Hood-Portland,16-Sep-15,14-Sep-15,D21,SPC,,4560000,
435,DRI Extras,82,Hood-Portland,16-Sep-15,14-Sep-15,D21,CVTA,<,1000,E
435,DRI Extras,82-1,Hood-Portland,16-Sep-15,14-Sep-15,D14,SPC,,5250,
435,DRI Extras,82-1,Hood-Portland,16-Sep-15,14-Sep-15,D14,CVTA,,21600,
435,DRI Extras,82-1,Hood-Portland,16-Sep-15,14-Sep-15,D17,SPC,,127000,
435,DRI Extras,82-1,Hood-Portland,16-Sep-15,14-Sep-15,D17,CVTA,<,1000,E
435,DRI Extras,82-1,Hood-Portland,16-Sep-15,14-Sep-15,D21,SPC,,4140000,
435,DRI Extras,82-1,Hood-Portland,16-Sep-15,14-Sep-15,D21,CVTA,<,1000,E
435,DRI Extras,82-2,Hood-Portland,16-Sep-15,14-Sep-15,D14,SPC,,29200000,
435,DRI Extras,82-2,Hood-Portland,16-Sep-15,14-Sep-15,D14,CVTA,,255000000,
435,DRI Extras,82-2,Hood-Portland,16-Sep-15,14-Sep-15,D17,SPC,,799000000,
435,DRI Extras,82-2,Hood-Portland,16-Sep-15,14-Sep-15,D17,CVTA,,759000000,
435,DRI Extras,82-2,Hood-Portland,16-Sep-15,14-Sep-15,D21,SPC,,183000000,
435,DRI Extras,82-2,Hood-Portland,16-Sep-15,14-Sep-15,D21,CVTA,,611000000,
435,DRI Extras,83,Hood-Portland,16-Sep-15,14-Sep-15,D14,SPC,,266,E
435,DRI Extras,83,Hood-Portland,16-Sep-15,14-Sep-15,D14,CVTA,<,10,E
435,DRI Extras,83,Hood-Portland,16-Sep-15,14-Sep-15,D17,SPC,,1510,S
435,DRI Extras,83,Hood-Portland,16-Sep-15,14-Sep-15,D17,CVTA,<,10,E
435,DRI Extras,83,Hood-Portland,16-Sep-15,14-Sep-15,D21,SPC,>,400000,E
435,DRI Extras,83,Hood-Portland,16-Sep-15,14-Sep-15,D21,CVTA,<,10,E
435,DRI Extras,83-1,Hood-Portland,16-Sep-15,14-Sep-15,D14,SPC,,3570000,
435,DRI Extras,83-1,Hood-Portland,16-Sep-15,14-Sep-15,D14,CVTA,,4270000,
435,DRI Extras,83-1,Hood-Portland,16-Sep-15,14-Sep-15,D17,SPC,<,10000,E
435,DRI Extras,83-1,Hood-Portland,16-Sep-15,14-Sep-15,D17,CVTA,<,1000,E
435,DRI Extras,83-1,Hood-Portland,16-Sep-15,14-Sep-15,D21,SPC,,15700000,
435,DRI Extras,83-1,Hood-Portland,16-Sep-15,14-Sep-15,D21,CVTA,,10200000,
435,DRI Extras,83-2,Hood-Portland,16-Sep-15,14-Sep-15,D14,SPC,,225,E
435,DRI Extras,83-2,Hood-Portland,16-Sep-15,14-Sep-15,D14,CVTA,<,10,E
435,DRI Extras,83-2,Hood-Portland,16-Sep-15,14-Sep-15,D17,SPC,>,400000,E
435,DRI Extras,83-2,Hood-Portland,16-Sep-15,14-Sep-15,D17,CVTA,>,400000,E
435,DRI Extras,83-2,Hood-Portland,16-Sep-15,14-Sep-15,D21,SPC,,6520,S
435,DRI Extras,83-2,Hood-Portland,16-Sep-15,14-Sep-15,D21,CVTA,,2750,
435,DRI Extras,85,Hood-Portland,16-Sep-15,14-Sep-15,D14,SPC,,34600,
435,DRI Extras,85,Hood-Portland,16-Sep-15,14-Sep-15,D14,CVTA,<,10,E
435,DRI Extras,85,Hood-Portland,16-Sep-15,14-Sep-15,D17,SPC,,3990000,
435,DRI Extras,85,Hood-Portland,16-Sep-15,14-Sep-15,D17,CVTA,<,10,E
435,DRI Extras,85,Hood-Portland,16-Sep-15,14-Sep-15,D21,SPC,,2110000,
435,DRI Extras,85,Hood-Portland,16-Sep-15,14-Sep-15,D21,CVTA,,429,U
435,DRI Extras,85-1,Hood-Portland,16-Sep-15,14-Sep-15,D14,SPC,,2980000,
435,DRI Extras,85-1,Hood-Portland,16-Sep-15,14-Sep-15,D14,CVTA,<,10,E
435,DRI Extras,85-1,Hood-Portland,16-Sep-15,14-Sep-15,D17,SPC,,113000,
435,DRI Extras,85-1,Hood-Portland,16-Sep-15,14-Sep-15,D17,CVTA,<,10,E
435,DRI Extras,85-1,Hood-Portland,16-Sep-15,14-Sep-15,D21,SPC,,1890000,
435,DRI Extras,85-1,Hood-Portland,16-Sep-15,14-Sep-15,D21,CVTA,<,10,E
435,DRI Extras,85-2,Hood-Portland,16-Sep-15,14-Sep-15,D14,SPC,,18600000,
435,DRI Extras,85-2,Hood-Portland,16-Sep-15,14-Sep-15,D14,CVTA,,381000000,
435,DRI Extras,85-2,Hood-Portland,16-Sep-15,14-Sep-15,D17,SPC,,29200000,
435,DRI Extras,85-2,Hood-Portland,16-Sep-15,14-Sep-15,D17,CVTA,,450000000,
435,DRI Extras,85-2,Hood-Portland,16-Sep-15,14-Sep-15,D21,SPC,,15900000,
435,DRI Extras,85-2,Hood-Portland,16-Sep-15,14-Sep-15,D21,CVTA,,697000000,
436,DRI Extras,102,Hood-Barre,08-Oct-15,06-Oct-15,DI,SPC,,82,E
436,DRI Extras,102,Hood-Barre,08-Oct-15,06-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,102-1,Hood-Barre,08-Oct-15,06-Oct-15,DI,SPC,,51,E
436,DRI Extras,102-1,Hood-Barre,08-Oct-15,06-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,103,Hood-Barre,08-Oct-15,06-Oct-15,DI,SPC,,41,E
436,DRI Extras,103,Hood-Barre,08-Oct-15,06-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,103-1,Hood-Barre,08-Oct-15,06-Oct-15,DI,SPC,,31,E
436,DRI Extras,103-1,Hood-Barre,08-Oct-15,06-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,72,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,SPC,,777,
436,DRI Extras,72,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,72-1,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,SPC,,705,
436,DRI Extras,72-1,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,72-2,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,SPC,,828,
436,DRI Extras,72-2,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,73,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,SPC,,960,
436,DRI Extras,73,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,73-1,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,SPC,,900,
436,DRI Extras,73-1,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,73-2,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,SPC,,940,
436,DRI Extras,73-2,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,CVTA,<,1,E
436,DRI Extras,75,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,SPC,,409,
436,DRI Extras,75,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,75-1,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,SPC,,399,E
436,DRI Extras,75-1,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,75-2,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,SPC,,777,
436,DRI Extras,75-2,Upstate Buffalo,05-Oct-15,05-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,82,Upstate Rochester,05-Oct-15,05-Oct-15,DI,SPC,,61,E
436,DRI Extras,82,Upstate Rochester,05-Oct-15,05-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,82-1,Upstate Rochester,05-Oct-15,05-Oct-15,DI,SPC,,20,E
436,DRI Extras,82-1,Upstate Rochester,05-Oct-15,05-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,82-2,Upstate Rochester,05-Oct-15,05-Oct-15,DI,SPC,,31,E
436,DRI Extras,82-2,Upstate Rochester,05-Oct-15,05-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,83,Upstate Rochester,05-Oct-15,05-Oct-15,DI,SPC,,133,E
436,DRI Extras,83,Upstate Rochester,05-Oct-15,05-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,83-1,Upstate Rochester,05-Oct-15,05-Oct-15,DI,SPC,,174,
436,DRI Extras,83-1,Upstate Rochester,05-Oct-15,05-Oct-15,DI,CVTA,<,1,E
436,DRI Extras,83-2,Upstate Rochester,05-Oct-15,05-Oct-15,DI,SPC,,123,E
436,DRI Extras,83-2,Upstate Rochester,05-Oct-15,05-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,85,Upstate Rochester,05-Oct-15,05-Oct-15,DI,SPC,,2260,
436,DRI Extras,85,Upstate Rochester,05-Oct-15,05-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,92,Hood-Agawam,09-Oct-15,06-Oct-15,DI,SPC,,562,
436,DRI Extras,92,Hood-Agawam,09-Oct-15,06-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,92-2,Hood-Agawam,09-Oct-15,06-Oct-15,DI,SPC,,716,
436,DRI Extras,92-2,Hood-Agawam,09-Oct-15,06-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,93,Hood-Agawam,09-Oct-15,06-Oct-15,DI,SPC,,1570,
436,DRI Extras,93,Hood-Agawam,09-Oct-15,06-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,93-1,Hood-Agawam,09-Oct-15,06-Oct-15,DI,SPC,,1450,
436,DRI Extras,93-1,Hood-Agawam,09-Oct-15,06-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,93-2,Hood-Agawam,09-Oct-15,06-Oct-15,DI,SPC,,337,E
436,DRI Extras,93-2,Hood-Agawam,09-Oct-15,06-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,95,Hood-Agawam,09-Oct-15,06-Oct-15,DI,SPC,,521,
436,DRI Extras,95,Hood-Agawam,09-Oct-15,06-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,95-1,Hood-Agawam,09-Oct-15,06-Oct-15,DI,SPC,,1060,
436,DRI Extras,95-1,Hood-Agawam,09-Oct-15,06-Oct-15,DI,CVTA,<,10,E
436,DRI Extras,102,Hood-Barre,08-Oct-15,06-Oct-15,D7,SPC,,61,E
436,DRI Extras,102,Hood-Barre,08-Oct-15,06-Oct-15,D7,CVTA,<,10,E
436,DRI Extras,102,Hood-Barre,08-Oct-15,06-Oct-15,D10,SPC,,92,E
436,DRI Extras,102,Hood-Barre,08-Oct-15,06-Oct-15,D10,CVTA,<,10,E
436,DRI Extras,102-1,Hood-Barre,08-Oct-15,06-Oct-15,D7,SPC,,41,E
436,DRI Extras,102-1,Hood-Barre,08-Oct-15,06-Oct-15,D7,CVTA,<,10,E
