VSL Number,Product,SampleID,Plant,Date Collected,Date Processed,Day,Test,GreaterThan/LessThan,Count Value,Countability
439,Core,32,Upstate Buffalo,09-Feb-16,08-Feb-16,D14,SPC,,319000,
439,Core,32,Upstate Buffalo,09-Feb-16,08-Feb-16,D14,CVTA,<,10,E
439,Core,32,Upstate Buffalo,09-Feb-16,08-Feb-16,D17,SPC,>,400000000,E
439,Core,32,Upstate Buffalo,09-Feb-16,08-Feb-16,D17,CVTA,,15600000,
439,Core,32,Upstate Buffalo,09-Feb-16,08-Feb-16,D21,SPC,,167000000,
439,Core,32,Upstate Buffalo,09-Feb-16,08-Feb-16,D21,CVTA,<,10,E
439,DRI Extras,32-1,Upstate Buffalo,08-Feb-16,08-Feb-16,D21,SPC,,398000,
439,DRI Extras,32-1,Upstate Buffalo,08-Feb-16,08-Feb-16,D21,CVTA,<,10,E
439,DRI Extras,32-2,Upstate Buffalo,08-Feb-16,08-Feb-16,D21,SPC,,62600,
439,DRI Extras,32-2,Upstate Buffalo,08-Feb-16,08-Feb-16,D21,CVTA,,440,
439,Core,33,Upstate Buffalo,09-Feb-16,08-Feb-16,DI,SPC,,1520,
439,Core,33,Upstate Buffalo,09-Feb-16,08-Feb-16,DI,CVTA,<,10,E
439,Core,33,Upstate Buffalo,09-Feb-16,08-Feb-16,D7,SPC,,1640,
439,Core,33,Upstate Buffalo,09-Feb-16,08-Feb-16,D7,CVTA,<,10,E
439,Core,33,Upstate Buffalo,09-Feb-16,08-Feb-16,D10,SPC,,1370,
439,Core,33,Upstate Buffalo,09-Feb-16,08-Feb-16,D10,CVTA,<,10,E
439,Core,33,Upstate Buffalo,09-Feb-16,08-Feb-16,D14,SPC,,1630,
439,Core,33,Upstate Buffalo,09-Feb-16,08-Feb-16,D14,CVTA,<,10,E
439,Core,33,Upstate Buffalo,09-Feb-16,08-Feb-16,D17,CVTA,,211000000,
439,Core,33,Upstate Buffalo,09-Feb-16,08-Feb-16,D17,SPC,,370000000,
439,Core,33,Upstate Buffalo,09-Feb-16,08-Feb-16,D21,SPC,,1840000,
439,Core,33,Upstate Buffalo,09-Feb-16,08-Feb-16,D21,CVTA,,1320000,
439,DRI Extras,33-1,Upstate Buffalo,08-Feb-16,08-Feb-16,D21,SPC,,227000000,
439,DRI Extras,33-1,Upstate Buffalo,08-Feb-16,08-Feb-16,D21,CVTA,,193000000,
439,DRI Extras,33-2,Upstate Buffalo,08-Feb-16,08-Feb-16,D21,SPC,,332000000,
439,DRI Extras,33-2,Upstate Buffalo,08-Feb-16,08-Feb-16,D21,CVTA,,346000000,
439,DRI Extras,35,Upstate Buffalo,08-Feb-16,08-Feb-16,D21,SPC,,49300000,
439,DRI Extras,35,Upstate Buffalo,08-Feb-16,08-Feb-16,D21,CVTA,<,10,E
439,DRI Extras,35-1,Upstate Buffalo,08-Feb-16,08-Feb-16,D21,SPC,,127000000,
439,DRI Extras,35-1,Upstate Buffalo,08-Feb-16,08-Feb-16,D21,CVTA,<,10,E
439,DRI Extras,52,Byrne Dairy,09-Feb-16,08-Feb-16,D21,SPC,,181000,
439,DRI Extras,52,Byrne Dairy,09-Feb-16,08-Feb-16,D21,CVTA,<,10,E
439,DRI Extras,52-1,Byrne Dairy,09-Feb-16,08-Feb-16,D21,SPC,,195000,
439,DRI Extras,52-1,Byrne Dairy,09-Feb-16,08-Feb-16,D21,CVTA,<,10,E
439,DRI Extras,52-2,Byrne Dairy,09-Feb-16,08-Feb-16,D21,SPC,,314000000,
439,DRI Extras,52-2,Byrne Dairy,09-Feb-16,08-Feb-16,D21,CVTA,,265000000,
439,DRI Extras,53,Byrne Dairy,09-Feb-16,08-Feb-16,D21,SPC,,53100,
439,DRI Extras,53,Byrne Dairy,09-Feb-16,08-Feb-16,D21,CVTA,<,10,E
439,DRI Extras,53-1,Byrne Dairy,09-Feb-16,08-Feb-16,D21,SPC,,176000000,
439,DRI Extras,53-1,Byrne Dairy,09-Feb-16,08-Feb-16,D21,CVTA,,163000000,
439,DRI Extras,53-2,Byrne Dairy,09-Feb-16,09-Feb-16,D21,SPC,,135000000,
439,DRI Extras,53-2,Byrne Dairy,09-Feb-16,09-Feb-16,D21,CVTA,,225000000,
439,DRI Extras,55,Byrne Dairy,09-Feb-16,08-Feb-16,D21,SPC,,100000000,
439,DRI Extras,55,Byrne Dairy,09-Feb-16,08-Feb-16,D21,CVTA,<,10,E
439,DRI Extras,55-1,Byrne Dairy,09-Feb-16,08-Feb-16,D21,SPC,,68800000,
439,DRI Extras,55-1,Byrne Dairy,09-Feb-16,08-Feb-16,D21,CVTA,,2160,
439,DRI Extras,55-2,Byrne Dairy,09-Feb-16,08-Feb-16,D21,SPC,,109000000,
439,DRI Extras,55-2,Byrne Dairy,09-Feb-16,08-Feb-16,D21,CVTA,<,10,E
439,DRI Extras,62,Cornell Dairy,09-Feb-16,09-Feb-16,D21,SPC,,5980,
439,DRI Extras,62,Cornell Dairy,09-Feb-16,09-Feb-16,D21,CVTA,<,10,E
439,DRI Extras,62-1,Cornell Dairy,09-Feb-16,09-Feb-16,D21,SPC,,55500,
439,DRI Extras,62-1,Cornell Dairy,09-Feb-16,09-Feb-16,D21,CVTA,<,10,E
439,DRI Extras,63,Cornell Dairy,09-Feb-16,09-Feb-16,D21,SPC,,3900,
439,DRI Extras,63,Cornell Dairy,09-Feb-16,09-Feb-16,D21,CVTA,<,10,E
439,DRI Extras,63-1,Cornell Dairy,09-Feb-16,09-Feb-16,D21,SPC,,4500,
439,DRI Extras,63-1,Cornell Dairy,09-Feb-16,09-Feb-16,D21,CVTA,<,10,E
439,DRI Extras,65,Cornell Dairy,09-Feb-16,09-Feb-16,D21,SPC,,47800000,
439,DRI Extras,65,Cornell Dairy,09-Feb-16,09-Feb-16,D21,CVTA,<,10,E
439,DRI Extras,65-1,Cornell Dairy,09-Feb-16,09-Feb-16,D21,SPC,,149000000,
439,DRI Extras,65-1,Cornell Dairy,09-Feb-16,09-Feb-16,D21,CVTA,,146000000,
440,DRI Extras,12-1,Stewart's,15-Mar-16,15-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,13-1,Stewart's,15-Mar-16,15-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,13-2,Stewart's,15-Mar-16,15-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,15,Stewart's,15-Mar-16,15-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,15-1,Stewart's,15-Mar-16,15-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,15-2,Stewart's,15-Mar-16,15-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,42-1,Garelick Farms,15-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,42-2,Garelick Farms,15-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,43-1,Garelick Farms,15-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,43-2,Garelick Farms,15-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,82,Hood-Concord,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,82-1,Hood-Concord,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,82-2,Hood-Concord,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,83,Hood-Concord,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,83-1,Hood-Concord,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,83-2,Hood-Concord,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,85,Hood-Concord,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,85-1,Hood-Concord,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,85-2,Hood-Concord,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,92,Hood-Portland,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,92-1,Hood-Portland,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,92-2,Hood-Portland,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,93,Hood-Portland,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,93-1,Hood-Portland,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,93-2,Hood-Portland,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,95,Hood-Portland,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,95-1,Hood-Portland,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,95-2,Hood-Portland,16-Mar-16,14-Mar-16,DI,CVTA,<,10,E
440,DRI Extras,12-1,Stewart's,15-Mar-16,15-Mar-16,DI,SPC,,51,E
440,DRI Extras,12-1,Stewart's,15-Mar-16,15-Mar-16,D7,SPC,,31,E
440,DRI Extras,12-1,Stewart's,15-Mar-16,15-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,12-1,Stewart's,15-Mar-16,15-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,12-1,Stewart's,15-Mar-16,15-Mar-16,D10,SPC,,102,E
440,DRI Extras,13-1,Stewart's,15-Mar-16,15-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,13-1,Stewart's,15-Mar-16,15-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,13-1,Stewart's,15-Mar-16,15-Mar-16,D7,SPC,,31,E
440,DRI Extras,13-1,Stewart's,15-Mar-16,15-Mar-16,D10,SPC,,51,E
440,DRI Extras,13-1,Stewart's,15-Mar-16,15-Mar-16,DI,SPC,,31,E
440,DRI Extras,13-2,Stewart's,15-Mar-16,15-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,13-2,Stewart's,15-Mar-16,15-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,13-2,Stewart's,15-Mar-16,15-Mar-16,DI,SPC,,51,E
440,DRI Extras,13-2,Stewart's,15-Mar-16,15-Mar-16,D7,SPC,,61,E
440,DRI Extras,13-2,Stewart's,15-Mar-16,15-Mar-16,D10,SPC,,41,E
440,DRI Extras,15,Stewart's,15-Mar-16,15-Mar-16,DI,SPC,,61,E
440,DRI Extras,15,Stewart's,15-Mar-16,15-Mar-16,D7,SPC,,75600,
440,DRI Extras,15,Stewart's,15-Mar-16,15-Mar-16,D7,CVTA,,94900,
440,DRI Extras,15,Stewart's,15-Mar-16,15-Mar-16,D10,SPC,,36000000,
440,DRI Extras,15,Stewart's,15-Mar-16,15-Mar-16,D10,CVTA,,40000000,
440,DRI Extras,15-1,Stewart's,15-Mar-16,15-Mar-16,DI,SPC,,51,E
440,DRI Extras,15-1,Stewart's,15-Mar-16,15-Mar-16,D7,SPC,,118000,
440,DRI Extras,15-1,Stewart's,15-Mar-16,15-Mar-16,D7,CVTA,,146000,
440,DRI Extras,15-1,Stewart's,15-Mar-16,15-Mar-16,D10,SPC,,220000,
440,DRI Extras,15-1,Stewart's,15-Mar-16,15-Mar-16,D10,CVTA,,6140,E
440,DRI Extras,15-2,Stewart's,15-Mar-16,15-Mar-16,DI,SPC,,31,E
440,DRI Extras,15-2,Stewart's,15-Mar-16,15-Mar-16,D7,SPC,,562,
440,DRI Extras,15-2,Stewart's,15-Mar-16,15-Mar-16,D7,CVTA,,297,E
440,DRI Extras,15-2,Stewart's,15-Mar-16,15-Mar-16,D10,SPC,,52200,
440,DRI Extras,15-2,Stewart's,15-Mar-16,15-Mar-16,D10,CVTA,,19200,
440,DRI Extras,42-1,Garelick Farms,15-Mar-16,14-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,42-1,Garelick Farms,15-Mar-16,14-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,42-1,Garelick Farms,15-Mar-16,14-Mar-16,DI,SPC,,113,E
440,DRI Extras,42-1,Garelick Farms,15-Mar-16,14-Mar-16,D7,SPC,,113,E
440,DRI Extras,42-1,Garelick Farms,15-Mar-16,14-Mar-16,D10,SPC,,245,E
440,DRI Extras,42-2,Garelick Farms,15-Mar-16,14-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,42-2,Garelick Farms,15-Mar-16,14-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,42-2,Garelick Farms,15-Mar-16,14-Mar-16,DI,SPC,,102,E
440,DRI Extras,42-2,Garelick Farms,15-Mar-16,14-Mar-16,D7,SPC,,153,E
440,DRI Extras,42-2,Garelick Farms,15-Mar-16,14-Mar-16,D10,SPC,,245,E
440,DRI Extras,43-1,Garelick Farms,15-Mar-16,14-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,43-1,Garelick Farms,15-Mar-16,14-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,43-1,Garelick Farms,15-Mar-16,14-Mar-16,DI,SPC,,154,E
440,DRI Extras,43-1,Garelick Farms,15-Mar-16,14-Mar-16,D7,SPC,,92,E
440,DRI Extras,43-1,Garelick Farms,15-Mar-16,14-Mar-16,D10,SPC,,31,E
440,DRI Extras,43-2,Garelick Farms,15-Mar-16,14-Mar-16,DI,SPC,,215,E
440,DRI Extras,43-2,Garelick Farms,15-Mar-16,14-Mar-16,D7,SPC,,113,E
440,DRI Extras,43-2,Garelick Farms,15-Mar-16,14-Mar-16,D7,CVTA,,654,
440,DRI Extras,43-2,Garelick Farms,15-Mar-16,14-Mar-16,D10,SPC,,573,
440,DRI Extras,43-2,Garelick Farms,15-Mar-16,14-Mar-16,D10,CVTA,,427000,
440,DRI Extras,82,Hood-Concord,16-Mar-16,14-Mar-16,DI,SPC,,951,
440,DRI Extras,82,Hood-Concord,16-Mar-16,14-Mar-16,D7,SPC,,6940,
440,DRI Extras,82,Hood-Concord,16-Mar-16,14-Mar-16,D7,CVTA,,7320,
440,DRI Extras,82,Hood-Concord,16-Mar-16,14-Mar-16,D10,SPC,,10200000,
440,DRI Extras,82,Hood-Concord,16-Mar-16,14-Mar-16,D10,CVTA,,12600000,
440,DRI Extras,82-1,Hood-Concord,16-Mar-16,14-Mar-16,DI,SPC,,910,
440,DRI Extras,82-1,Hood-Concord,16-Mar-16,14-Mar-16,D7,SPC,,624,
440,DRI Extras,82-1,Hood-Concord,16-Mar-16,14-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,82-1,Hood-Concord,16-Mar-16,14-Mar-16,D10,SPC,,1610,
440,DRI Extras,82-1,Hood-Concord,16-Mar-16,14-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,82-2,Hood-Concord,16-Mar-16,14-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,82-2,Hood-Concord,16-Mar-16,14-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,82-2,Hood-Concord,16-Mar-16,14-Mar-16,DI,SPC,,939,
440,DRI Extras,82-2,Hood-Concord,16-Mar-16,14-Mar-16,D7,SPC,,593,
440,DRI Extras,82-2,Hood-Concord,16-Mar-16,14-Mar-16,D10,SPC,,1300,
440,DRI Extras,83,Hood-Concord,16-Mar-16,14-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,83,Hood-Concord,16-Mar-16,14-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,83,Hood-Concord,16-Mar-16,14-Mar-16,DI,SPC,,1180,
440,DRI Extras,83,Hood-Concord,16-Mar-16,14-Mar-16,D7,SPC,,787,
440,DRI Extras,83,Hood-Concord,16-Mar-16,14-Mar-16,D10,SPC,,1110,
440,DRI Extras,83-1,Hood-Concord,16-Mar-16,14-Mar-16,DI,SPC,,859,
440,DRI Extras,83-1,Hood-Concord,16-Mar-16,14-Mar-16,D7,SPC,,695,S
440,DRI Extras,83-1,Hood-Concord,16-Mar-16,14-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,83-1,Hood-Concord,16-Mar-16,14-Mar-16,D10,SPC,,2080,
440,DRI Extras,83-1,Hood-Concord,16-Mar-16,14-Mar-16,D10,CVTA,,1240,
440,DRI Extras,83-2,Hood-Concord,16-Mar-16,14-Mar-16,DI,SPC,,685,
440,DRI Extras,83-2,Hood-Concord,16-Mar-16,14-Mar-16,D7,SPC,,27800,
440,DRI Extras,83-2,Hood-Concord,16-Mar-16,14-Mar-16,D7,CVTA,,26900,
440,DRI Extras,83-2,Hood-Concord,16-Mar-16,14-Mar-16,D10,SPC,,10800000,
440,DRI Extras,83-2,Hood-Concord,16-Mar-16,14-Mar-16,D10,CVTA,,11500000,
440,DRI Extras,85,Hood-Concord,16-Mar-16,14-Mar-16,DI,SPC,,31,E
440,DRI Extras,85,Hood-Concord,16-Mar-16,14-Mar-16,D7,SPC,,1790,
440,DRI Extras,85,Hood-Concord,16-Mar-16,14-Mar-16,D7,CVTA,,2160,U
440,DRI Extras,85,Hood-Concord,16-Mar-16,14-Mar-16,D10,SPC,,2400000,
440,DRI Extras,85,Hood-Concord,16-Mar-16,14-Mar-16,D10,CVTA,,3360000,U
440,DRI Extras,85-1,Hood-Concord,16-Mar-16,14-Mar-16,DI,SPC,,20,SE
440,DRI Extras,85-1,Hood-Concord,16-Mar-16,14-Mar-16,D7,SPC,,31,E
440,DRI Extras,85-1,Hood-Concord,16-Mar-16,14-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,85-1,Hood-Concord,16-Mar-16,14-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,85-1,Hood-Concord,16-Mar-16,14-Mar-16,D10,SPC,,4770,
440,DRI Extras,85-2,Hood-Concord,16-Mar-16,14-Mar-16,DI,SPC,,21,E
440,DRI Extras,85-2,Hood-Concord,16-Mar-16,14-Mar-16,D7,SPC,,6100,
440,DRI Extras,85-2,Hood-Concord,16-Mar-16,14-Mar-16,D7,CVTA,,4940,
440,DRI Extras,85-2,Hood-Concord,16-Mar-16,14-Mar-16,D10,SPC,,6940000,
440,DRI Extras,85-2,Hood-Concord,16-Mar-16,14-Mar-16,D10,CVTA,,6090000,
440,DRI Extras,92,Hood-Portland,16-Mar-16,14-Mar-16,DI,SPC,,10,E
440,DRI Extras,92,Hood-Portland,16-Mar-16,14-Mar-16,D7,SPC,,20,E
440,DRI Extras,92,Hood-Portland,16-Mar-16,14-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,92,Hood-Portland,16-Mar-16,14-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,92,Hood-Portland,16-Mar-16,14-Mar-16,D10,SPC,,10,E
440,DRI Extras,92-1,Hood-Portland,16-Mar-16,14-Mar-16,DI,SPC,,72,E
440,DRI Extras,92-1,Hood-Portland,16-Mar-16,14-Mar-16,D7,SPC,,46000,
440,DRI Extras,92-1,Hood-Portland,16-Mar-16,14-Mar-16,D7,CVTA,,53000,
440,DRI Extras,92-1,Hood-Portland,16-Mar-16,14-Mar-16,D10,SPC,,9420000,
440,DRI Extras,92-1,Hood-Portland,16-Mar-16,14-Mar-16,D10,CVTA,,11300000,
440,DRI Extras,92-2,Hood-Portland,16-Mar-16,14-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,92-2,Hood-Portland,16-Mar-16,14-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,92-2,Hood-Portland,16-Mar-16,14-Mar-16,DI,SPC,,51,E
440,DRI Extras,92-2,Hood-Portland,16-Mar-16,14-Mar-16,D7,SPC,,41,E
440,DRI Extras,92-2,Hood-Portland,16-Mar-16,14-Mar-16,D10,SPC,,31,E
440,DRI Extras,93,Hood-Portland,16-Mar-16,14-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,93,Hood-Portland,16-Mar-16,14-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,93,Hood-Portland,16-Mar-16,14-Mar-16,DI,SPC,,102,E
440,DRI Extras,93,Hood-Portland,16-Mar-16,14-Mar-16,D7,SPC,,41,E
440,DRI Extras,93,Hood-Portland,16-Mar-16,14-Mar-16,D10,SPC,,72,E
440,DRI Extras,93-1,Hood-Portland,16-Mar-16,14-Mar-16,DI,SPC,,143,E
440,DRI Extras,93-1,Hood-Portland,16-Mar-16,14-Mar-16,D7,SPC,,38200,
440,DRI Extras,93-1,Hood-Portland,16-Mar-16,14-Mar-16,D7,CVTA,,44300,
440,DRI Extras,93-1,Hood-Portland,16-Mar-16,14-Mar-16,D10,SPC,,9410000,
440,DRI Extras,93-1,Hood-Portland,16-Mar-16,14-Mar-16,D10,CVTA,,11300000,
440,DRI Extras,93-2,Hood-Portland,16-Mar-16,14-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,93-2,Hood-Portland,16-Mar-16,14-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,93-2,Hood-Portland,16-Mar-16,14-Mar-16,DI,SPC,,20,E
440,DRI Extras,93-2,Hood-Portland,16-Mar-16,14-Mar-16,D7,SPC,,51,E
440,DRI Extras,93-2,Hood-Portland,16-Mar-16,14-Mar-16,D10,SPC,,51,E
440,DRI Extras,95,Hood-Portland,16-Mar-16,14-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,95,Hood-Portland,16-Mar-16,14-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,95,Hood-Portland,16-Mar-16,14-Mar-16,DI,SPC,,61,E
440,DRI Extras,95,Hood-Portland,16-Mar-16,14-Mar-16,D7,SPC,,10,E
440,DRI Extras,95,Hood-Portland,16-Mar-16,14-Mar-16,D10,SPC,,31,E
440,DRI Extras,95-1,Hood-Portland,16-Mar-16,14-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,95-1,Hood-Portland,16-Mar-16,14-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,95-1,Hood-Portland,16-Mar-16,14-Mar-16,DI,SPC,,51,SE
440,DRI Extras,95-1,Hood-Portland,16-Mar-16,14-Mar-16,D7,SPC,<,10,E
440,DRI Extras,95-1,Hood-Portland,16-Mar-16,14-Mar-16,D10,SPC,,21,E
440,DRI Extras,95-2,Hood-Portland,16-Mar-16,14-Mar-16,D7,CVTA,<,10,E
440,DRI Extras,95-2,Hood-Portland,16-Mar-16,14-Mar-16,D10,CVTA,<,10,E
440,DRI Extras,95-2,Hood-Portland,16-Mar-16,14-Mar-16,DI,SPC,,31,E
440,DRI Extras,95-2,Hood-Portland,16-Mar-16,14-Mar-16,D7,SPC,,31,E
440,DRI Extras,95-2,Hood-Portland,16-Mar-16,14-Mar-16,D10,SPC,,62,E
440,Core,12,Stewart's,15-Mar-16,15-Mar-16,DI,SPC,,70,E
440,Core,12,Stewart's,15-Mar-16,15-Mar-16,D7,SPC,,112,E
440,Core,12,Stewart's,15-Mar-16,15-Mar-16,D10,SPC,,123,E
440,Core,12,Stewart's,15-Mar-16,15-Mar-16,D14,SPC,,889,
440,Core,12,Stewart's,15-Mar-16,15-Mar-16,D17,SPC,,348,E
440,Core,12,Stewart's,15-Mar-16,15-Mar-16,D21,SPC,,273000,
440,Core,12,Stewart's,15-Mar-16,15-Mar-16,DI,CVTA,<,10,E
440,Core,12,Stewart's,15-Mar-16,15-Mar-16,D7,CVTA,<,10,E
440,Core,12,Stewart's,15-Mar-16,15-Mar-16,D10,CVTA,<,10,E
440,Core,12,Stewart's,15-Mar-16,15-Mar-16,D14,CVTA,<,10,E
440,Core,12,Stewart's,15-Mar-16,15-Mar-16,D21,CVTA,<,10,E
440,Core,12,Stewart's,15-Mar-16,15-Mar-16,D17,CVTA,,10,E
440,DRI Extras,12-1,Stewart's,15-Mar-16,15-Mar-16,D14,SPC,,61,E
440,DRI Extras,12-1,Stewart's,15-Mar-16,15-Mar-16,D17,SPC,,1030,
440,DRI Extras,12-1,Stewart's,15-Mar-16,15-Mar-16,D21,SPC,,18400,S
440,DRI Extras,12-1,Stewart's,15-Mar-16,15-Mar-16,D14,CVTA,<,10,E
440,DRI Extras,12-1,Stewart's,15-Mar-16,15-Mar-16,D17,CVTA,<,10,E
440,DRI Extras,12-1,Stewart's,15-Mar-16,15-Mar-16,D21,CVTA,<,10,E
440,Core,13,Stewart's,15-Mar-16,15-Mar-16,DI,SPC,,90,E
440,Core,13,Stewart's,15-Mar-16,15-Mar-16,D7,SPC,,41,E
440,Core,13,Stewart's,15-Mar-16,15-Mar-16,D10,SPC,,51,SE
440,Core,13,Stewart's,15-Mar-16,15-Mar-16,D14,SPC,,113,E
440,Core,13,Stewart's,15-Mar-16,15-Mar-16,D17,SPC,,3630,
440,Core,13,Stewart's,15-Mar-16,15-Mar-16,D21,SPC,,3120,S
440,Core,13,Stewart's,15-Mar-16,15-Mar-16,DI,CVTA,<,10,E
440,Core,13,Stewart's,15-Mar-16,15-Mar-16,D7,CVTA,<,10,E
440,Core,13,Stewart's,15-Mar-16,15-Mar-16,D10,CVTA,<,10,E
440,Core,13,Stewart's,15-Mar-16,15-Mar-16,D14,CVTA,<,10,E
440,Core,13,Stewart's,15-Mar-16,15-Mar-16,D17,CVTA,<,10,E
440,Core,13,Stewart's,15-Mar-16,15-Mar-16,D21,CVTA,<,10,E
440,DRI Extras,13-1,Stewart's,15-Mar-16,15-Mar-16,D14,CVTA,<,10,E
440,DRI Extras,13-1,Stewart's,15-Mar-16,15-Mar-16,D17,CVTA,<,10,E
440,DRI Extras,13-1,Stewart's,15-Mar-16,15-Mar-16,D21,CVTA,<,10,E
440,DRI Extras,13-1,Stewart's,15-Mar-16,15-Mar-16,D14,SPC,,82,E
440,DRI Extras,13-1,Stewart's,15-Mar-16,15-Mar-16,D17,SPC,,736,
440,DRI Extras,13-1,Stewart's,15-Mar-16,15-Mar-16,D21,SPC,,184,
440,DRI Extras,13-2,Stewart's,15-Mar-16,15-Mar-16,D14,CVTA,<,10,E
440,DRI Extras,13-2,Stewart's,15-Mar-16,15-Mar-16,D17,CVTA,<,10,E
440,DRI Extras,13-2,Stewart's,15-Mar-16,15-Mar-16,D21,CVTA,<,10,E
440,DRI Extras,13-2,Stewart's,15-Mar-16,15-Mar-16,D14,SPC,,82,E
440,DRI Extras,13-2,Stewart's,15-Mar-16,15-Mar-16,D17,SPC,,40100,
440,DRI Extras,13-2,Stewart's,15-Mar-16,15-Mar-16,D21,SPC,,840000,
440,DRI Extras,15,Stewart's,15-Mar-16,15-Mar-16,D14,SPC,,877000,
440,DRI Extras,15,Stewart's,15-Mar-16,15-Mar-16,D14,CVTA,,3070,E
440,DRI Extras,15,Stewart's,15-Mar-16,15-Mar-16,D17,SPC,,50100000,
440,DRI Extras,15,Stewart's,15-Mar-16,15-Mar-16,D17,CVTA,,962,
440,DRI Extras,15,Stewart's,15-Mar-16,15-Mar-16,D21,SPC,,106000000,
440,DRI Extras,15,Stewart's,15-Mar-16,15-Mar-16,D21,CVTA,,82,E
440,DRI Extras,15-1,Stewart's,15-Mar-16,15-Mar-16,D14,SPC,>,40000000,E
440,DRI Extras,15-1,Stewart's,15-Mar-16,15-Mar-16,D14,CVTA,>,40000000,E
440,DRI Extras,15-1,Stewart's,15-Mar-16,15-Mar-16,D17,SPC,,231000000,
440,DRI Extras,15-1,Stewart's,15-Mar-16,15-Mar-16,D17,CVTA,,193000000,
440,DRI Extras,15-1,Stewart's,15-Mar-16,15-Mar-16,D21,SPC,,196000000,
440,DRI Extras,15-1,Stewart's,15-Mar-16,15-Mar-16,D21,CVTA,,117000000,
440,DRI Extras,15-2,Stewart's,15-Mar-16,15-Mar-16,D14,SPC,,1180000,
440,DRI Extras,15-2,Stewart's,15-Mar-16,15-Mar-16,D14,CVTA,<,1000,E
440,DRI Extras,15-2,Stewart's,15-Mar-16,15-Mar-16,D17,SPC,,44500000,
440,DRI Extras,15-2,Stewart's,15-Mar-16,15-Mar-16,D17,CVTA,,61,E
440,DRI Extras,15-2,Stewart's,15-Mar-16,15-Mar-16,D21,SPC,,116000000,
440,DRI Extras,15-2,Stewart's,15-Mar-16,15-Mar-16,D21,CVTA,,1350,
