Hour,Isolate,LogCount,Count,BioRep
168,FSL R10-0553,7.238213212,1.73E+07,3
168,FSL R10-0553,7.488779563,3.08E+07,3
192,FSL R10-0531,8.531601851,3.40E+08,1
192,FSL R10-0531,8.566834208,3.69E+08,1
192,FSL R10-1099,7.94786874,8.87E+07,1
192,FSL R10-1099,8.015161981,1.04E+08,1
192,FSL R10-1113,8.09468943,1.24E+08,1
192,FSL R10-1113,8.291701948,1.96E+08,1
192,FSL R10-0941,7.933061815,8.57E+07,1
192,FSL R10-0941,7.978316949,9.51E+07,1
192,FSL R10-0054,8.121526964,1.32E+08,1
192,FSL R10-0054,8.223199076,1.67E+08,1
192,FSL R10-0151,8.017235006,1.04E+08,1
192,FSL R10-0151,7.802544658,6.35E+07,1
192,FSL R10-0553,7.796110542,6.25E+07,1
192,FSL R10-0553,7.787380721,6.13E+07,1
192,FSL R10-0531,8.650380269,4.47E+08,2
192,FSL R10-0531,8.010986041,1.03E+08,2
192,FSL R10-1099,7.964528668,9.22E+07,2
192,FSL R10-1099,7.876729868,7.53E+07,2
192,FSL R10-1113,8.06976406,1.17E+08,2
192,FSL R10-1113,8.152232702,1.42E+08,2
192,FSL R10-0941,7.945435692,8.82E+07,2
192,FSL R10-0941,7.982817449,9.61E+07,2
192,FSL R10-0054,8.085950803,1.22E+08,2
192,FSL R10-0054,8.084181795,1.21E+08,2
192,FSL R10-0151,7.787380721,6.13E+07,2
192,FSL R10-0151,7.728442937,5.35E+07,2
192,FSL R10-0553,7.750593055,5.63E+07,2
192,FSL R10-0553,7.75773231,5.72E+07,2
192,FSL R10-0531,7.93805376,8.67E+07,3
192,FSL R10-0531,7.930544139,8.52E+07,3
192,FSL R10-1099,7.71039844,5.13E+07,3
192,FSL R10-1099,7.628906546,4.26E+07,3
192,FSL R10-1113,7.899135681,7.93E+07,3
192,FSL R10-1113,7.989481926,9.76E+07,3
192,FSL R10-0941,7.850849357,7.09E+07,3
192,FSL R10-0941,7.909859544,8.13E+07,3
192,FSL R10-0054,8.062371637,1.15E+08,3
192,FSL R10-0054,7.959833548,9.12E+07,3
192,FSL R10-0151,7.899135681,7.93E+07,3
192,FSL R10-0151,7.71039844,5.13E+07,3
192,FSL R10-0553,7.705102106,5.07E+07,3
192,FSL R10-0553,7.628906546,4.26E+07,3
216,FSL R10-0531,8.419841991,2.63E+08,1
216,FSL R10-0531,8.381751959,2.41E+08,1
216,FSL R10-1099,8.39948072,2.51E+08,1
216,FSL R10-1099,8.419841991,2.63E+08,1
216,FSL R10-1113,8.581324316,3.81E+08,1
216,FSL R10-1113,8.560249293,3.63E+08,1
216,FSL R10-0941,8.221648803,1.67E+08,1
216,FSL R10-0941,8.183384289,1.53E+08,1
216,FSL R10-0054,8.171802438,1.49E+08,1
216,FSL R10-0054,8.087900534,1.22E+08,1
216,FSL R10-0151,8.064231558,1.16E+08,1
216,FSL R10-0151,7.97604907,9.46E+07,1
216,FSL R10-0553,8.0548512,1.13E+08,1
216,FSL R10-0553,7.998211755,9.96E+07,1
216,FSL R10-0531,8.261612106,1.83E+08,2
216,FSL R10-0531,8.557843189,3.61E+08,2
216,FSL R10-1099,8.370756567,2.35E+08,2
216,FSL R10-1099,8.331954463,2.15E+08,2
216,FSL R10-1113,8.472832434,2.97E+08,2
216,FSL R10-1113,8.484414284,3.05E+08,2
216,FSL R10-0941,8.216384573,1.65E+08,2
216,FSL R10-0941,8.247053375,1.77E+08,2
216,FSL R10-0054,8.211055707,1.63E+08,2
216,FSL R10-0054,8.108750662,1.28E+08,2
216,FSL R10-0151,7.901841596,7.98E+07,2
216,FSL R10-0151,7.93556494,8.62E+07,2
216,FSL R10-0553,7.966857311,9.27E+07,2
216,FSL R10-0553,7.959833548,9.12E+07,2
216,FSL R10-0531,8.237069133,1.73E+08,3
216,FSL R10-0531,8.302570707,2.01E+08,3
216,FSL R10-1099,8.171802438,1.49E+08,3
216,FSL R10-1099,8.266358532,1.85E+08,3
216,FSL R10-1113,8.402941246,2.53E+08,3
216,FSL R10-1113,8.381751959,2.41E+08,3
216,FSL R10-0941,8.194665322,1.57E+08,3
216,FSL R10-0941,8.242089965,1.75E+08,3
216,FSL R10-0054,8.087900534,1.22E+08,3
216,FSL R10-0054,8.07342271,1.18E+08,3
216,FSL R10-0151,7.93805376,8.67E+07,3
216,FSL R10-0151,8.006769557,1.02E+08,3
216,FSL R10-0553,7.892588215,7.81E+07,3
216,FSL R10-0553,7.892588215,7.81E+07,3
240,FSL R10-0531,8.469888059,2.95E+08,1
240,FSL R10-0531,8.52005466,3.31E+08,1
240,FSL R10-1099,8.385356077,2.43E+08,1
240,FSL R10-1099,8.429675502,2.69E+08,1
240,FSL R10-1113,8.585871935,3.85E+08,1
240,FSL R10-1113,8.610066733,4.07E+08,1
240,FSL R10-0941,8.226849987,1.69E+08,1
240,FSL R10-0941,8.27569854,1.89E+08,1
240,FSL R10-0054,8.211055707,1.63E+08,1
240,FSL R10-0054,8.205660686,1.61E+08,1
240,FSL R10-0151,8.127984992,1.34E+08,1
240,FSL R10-0151,8.067927703,1.17E+08,1
240,FSL R10-0553,8.172319286,1.49E+08,1
240,FSL R10-0553,8.157342102,1.44E+08,1
240,FSL R10-0531,8.478661966,3.01E+08,2
240,FSL R10-0531,8.451789824,2.83E+08,2
240,FSL R10-1099,8.55542372,3.59E+08,2
240,FSL R10-1099,8.469888059,2.95E+08,2
240,FSL R10-1113,8.725910613,5.32E+08,2
240,FSL R10-1113,8.743334481,5.54E+08,2
240,FSL R10-0941,8.315407941,2.07E+08,2
240,FSL R10-0941,8.247053375,1.77E+08,2
240,FSL R10-0054,8.221648803,1.67E+08,2
240,FSL R10-0054,8.231989617,1.71E+08,2
240,FSL R10-0151,8.147062475,1.40E+08,2
240,FSL R10-0151,8.087712663,1.22E+08,2
240,FSL R10-0553,8.064231558,1.16E+08,2
240,FSL R10-0553,8.193858937,1.56E+08,2
240,FSL R10-0531,8.436109599,2.73E+08,3
240,FSL R10-0531,8.466923538,2.93E+08,3
240,FSL R10-1099,8.423144621,2.65E+08,3
240,FSL R10-1099,8.392475804,2.47E+08,3
240,FSL R10-1113,8.607922069,4.05E+08,3
240,FSL R10-1113,8.574412298,3.75E+08,3
240,FSL R10-0941,8.347893666,2.23E+08,3
240,FSL R10-0941,8.319604048,2.09E+08,3
240,FSL R10-0054,8.205660686,1.61E+08,3
240,FSL R10-0054,8.177631971,1.51E+08,3
240,FSL R10-0151,8.078831064,1.20E+08,3
240,FSL R10-0151,8.017235006,1.04E+08,3
240,FSL R10-0553,8.135924794,1.37E+08,3
240,FSL R10-0553,8.121526964,1.32E+08,3
264,FSL R10-0531,8.522678799,3.33E+08,1
264,FSL R10-0531,8.583604077,3.83E+08,1
264,FSL R10-1099,8.610066733,4.07E+08,1
264,FSL R10-1099,8.720801207,5.26E+08,1
264,FSL R10-1113,8.762427425,5.79E+08,1
264,FSL R10-1113,8.79394448,6.22E+08,1
264,FSL R10-0941,9.221011218,1.66E+09,1
264,FSL R10-0941,9.262802499,1.83E+09,1
264,FSL R10-0054,8.177631971,1.51E+08,1
264,FSL R10-0054,8.311170863,2.05E+08,1
264,FSL R10-0151,7.010140884,1.02E+08,1
264,FSL R10-0151,7.087900549,1.22E+08,1
264,FSL R10-0553,8.349227656,2.23E+08,1
264,FSL R10-0553,8.369950226,2.34E+08,1
264,FSL R10-0531,8.57208364,3.73E+08,2
264,FSL R10-0531,8.565021799,3.67E+08,2
264,FSL R10-1099,8.735952527,5.44E+08,2
264,FSL R10-1099,8.601423788,3.99E+08,2
264,FSL R10-1113,8.776215711,5.97E+08,2
264,FSL R10-1113,8.791767561,6.19E+08,2
264,FSL R10-0941,9.258799762,1.81E+09,2
264,FSL R10-0941,9.29170192,1.96E+09,2
264,FSL R10-0054,8.355649147,2.27E+08,2
264,FSL R10-0054,8.3399972,2.19E+08,2
264,FSL R10-0151,7.39948072,2.51E+08,2
264,FSL R10-0151,7.306892056,2.03E+08,2
264,FSL R10-0553,8.309952277,2.04E+08,2
264,FSL R10-0553,8.258799746,1.81E+08,2
264,FSL R10-0531,8.503967828,3.19E+08,3
264,FSL R10-0531,8.5304574,3.39E+08,3
264,FSL R10-1099,8.535566797,3.43E+08,3
264,FSL R10-1099,8.522678799,3.33E+08,3
264,FSL R10-1113,8.767072331,5.85E+08,3
264,FSL R10-1113,8.718223784,5.23E+08,3
264,FSL R10-0941,9.311735828,2.05E+09,3
264,FSL R10-0941,9.304557252,2.02E+09,3
264,FSL R10-0054,8.183384289,1.53E+08,3
264,FSL R10-0054,8.216384573,1.65E+08,3
264,FSL R10-0151,7.363268545,2.31E+08,3
264,FSL R10-0151,7.302570699,2.01E+08,3
264,FSL R10-0553,8.309952277,2.04E+08,3
264,FSL R10-0553,8.291701948,1.96E+08,3
288,FSL R10-0531,8.569742428,3.71E+08,1
288,FSL R10-0531,8.522678799,3.33E+08,1
288,FSL R10-1099,8.778471792,6.00E+08,1
288,FSL R10-1099,8.817196942,6.56E+08,1
288,FSL R10-1113,8.815133781,6.53E+08,1
288,FSL R10-1113,8.848940347,7.06E+08,1
288,FSL R10-0941,8.355649147,2.27E+08,1
288,FSL R10-0941,8.36326853,2.31E+08,1
288,FSL R10-0054,8.311170863,2.05E+08,1
288,FSL R10-0054,8.351788734,2.25E+08,1
288,FSL R10-0151,8.246565305,1.76E+08,1
288,FSL R10-0151,8.28228085,1.92E+08,1
288,FSL R10-0553,8.324019741,2.11E+08,1
288,FSL R10-0553,8.360508652,2.29E+08,1
288,FSL R10-0531,8.585871935,3.85E+08,2
288,FSL R10-0531,8.503967828,3.19E+08,2
288,FSL R10-1099,8.650875578,4.48E+08,2
288,FSL R10-1099,8.618541058,4.15E+08,2
288,FSL R10-1113,8.835337169,6.84E+08,2
288,FSL R10-1113,8.899135698,7.93E+08,2
288,FSL R10-0941,8.261612106,1.83E+08,2
288,FSL R10-0941,8.335994465,2.17E+08,2
288,FSL R10-0054,8.355649147,2.27E+08,2
288,FSL R10-0054,8.359475548,2.29E+08,2
288,FSL R10-0151,8.284181483,1.92E+08,2
288,FSL R10-0151,8.308161372,2.03E+08,2
288,FSL R10-0553,8.355709775,2.27E+08,2
288,FSL R10-0553,8.300922972,2.00E+08,2
288,FSL R10-0531,8.550543964,3.55E+08,3
288,FSL R10-0531,8.54311996,3.49E+08,3
288,FSL R10-1099,8.760086209,5.76E+08,3
288,FSL R10-1099,8.72844295,5.35E+08,3
288,FSL R10-1113,8.776215711,5.97E+08,3
288,FSL R10-1113,8.782949095,6.07E+08,3
288,FSL R10-0941,8.335994465,2.17E+08,3
288,FSL R10-0941,8.367028701,2.33E+08,3
288,FSL R10-0054,8.36326853,2.31E+08,3
288,FSL R10-0054,8.311170863,2.05E+08,3
288,FSL R10-0151,8.266768704,1.85E+08,3
288,FSL R10-0151,8.295413885,1.97E+08,3
288,FSL R10-0553,8.229697361,1.70E+08,3
288,FSL R10-0553,8.304557252,2.02E+08,3
