"","lag","mumax","LOG10N0","LOG10Nmax"
"R101587buch",0,0.0470815502209851,3.43153515660057,7.55703026161604
"R101587gomp",0,0.0584458847743112,3.14282272093834,7.82522606361725
"R101587bary",0,0.0489266446193323,3.40666558565812,7.59379752601043
"R100587gomp",137.733049327526,0.041374376126471,3.30264105430387,9.42180785160635
"R100587bary",130.298181008338,0.0388737235807573,3.3119576939741,16.4189281739744
