"","ID","Slope","Y_intercept"
"1","3676","0.396784823049365","-0.502778447578154"
"2","3685","0.28707894842772","1.13800705323649"
"3","3689","0","1"
"4","3693","0.883117600866627","-3.8073439113655"
"5","3694","0.766325802422518","-2.97742823150856"
"6","3716","0.578880173086832","0.606695793905194"
"7","3717","0.563838525153547","0.86192187611246"
"8","3718","0.591822120421536","0.733316270514186"
"9","3721","0.625658367566054","-0.213953740769544"
"10","3722","0.609260907958404","-0.691160543474889"
"11","3726","0.369059480179742","1.06063992793289"
"12","3727","0.637935643484087","0.791895164212431"
"13","3728","0","1"
"14","3743","0.345211632835916","1.3657474475353"
"15","3744","0.260789939925917","0.362709208445303"
"16","3745","0.711015294533344","-0.441177116952477"
"17","3746","0.201597982089967","0.596804035820065"
"18","3757","0","1"
"19","3769","0","1"
"20","3774","0.59530783391978","0.309625662711615"
"21","3775","0.617999561614307","0.142261585445443"
"22","3776","0.703744466042786","0.471662840230756"
"23","3781","0.547145361261252","1.57596871630088"
"24","3782","0.68239287682599","0.482683064755402"
"25","3789","0.692671604699288","-0.0685258124046602"
"26","3790","0.587717831652084","0.83339293568412"
"27","3829","0.14089793424629","0.526070584807934"
"28","3833","0.36059678970698","-0.0905412582181646"
"29","3834","0.240313879680563","0.279058360958312"
"30","3837","0.509278181029815","-0.527834543089444"
"31","3838","0.708975633232588","-0.980034902368805"
"32","3839","0.32543487241971","0.0236953827408697"
"33","3846","0.745551429123321","-1.47692547111444"
"34","3847","0.679723009771027","-2.04167296081755"
"35","3848","0.761224468244531","-2.00366797012129"
"36","3850","0.130102999566398","0.479588001734408"
"37","3851","0.509484748802801","0.216698615121978"
"38","3852","0.738604076551314","-0.602772961248034"
"39","3853","0.590846943440365","-0.767324022067503"
"40","3854","0.647427871602822","-0.48081464780238"
"41","3857","0.606929194382779","-1.13287813159233"
"42","3858","0.614196535111404","0.191234524202651"
"43","3859","0.530137750133627","0.494237829410058"
"44","3860","0.627679427087844","0.240203810477018"
"45","3862","0.591027817724559","0.864506804765387"
"46","3863","0.612719758878484","0.755445750801817"
"47","3864","0.594479875291982","1.09471038445957"
"48","3956","0.21383477437376","0.6595256725427"
"49","3961","0.462575617121564","0.151237067310143"
"50","3970","0.55563025007673","0.189769495510519"
"51","3971","0.108419166305332","1.08419166305332"
"52","4102","0.605460631174428","1.25266288915843"
"53","4103","0.151529962573952","0.621175093565119"
"54","4121","0.469017124270032","-0.338853695367567"
"55","4122","0.395645092688967","-0.0844133819077579"
"56","4123","0.0892785958561435","0.961549506561378"
"57","4125","0.115017603475967","0.769964793048065"
"58","4126","0.198883075878312","0.602233848243375"
"59","4128","0.0409468078195225","0.918106384360955"
"60","4131","0.194537812595911","0.610924374808177"
"61","4134","0.658411401660665","-0.40347506072621"
"62","4138","0.636434628347196","0.344819006358016"
"63","4139","0.66931764606559","0.635635969397427"
"64","4140","0.298272338766854","0.403455322466292"
"65","4141","0.606799746320379","0.560511762435551"
"66","4142","0.213002751434915","0.179774307413501"
"67","4144","0.104335178729379","0.539749773314612"
"68","4146","0.623647880482854","-0.382293064242901"
"69","4148","0.141299793883093","0.606817964847047"
"70","4149","0.639304054193823","-1.11960520997174"
"71","4151","0.652477525672734","0.0736921697036328"
"72","4153","0.660933009289092","0.59373228801757"
"73","4161","0.453494945643927","0.451868306095735"
"74","4163","0.10153487248708","0.89846512751292"
"75","4167","0.0510653213933117","0.897869357213377"
"76","4168","0.061278385671974","0.754886457312104"
"77","4171","0.50271656954171","-1.12916551256213"
"78","4173","0.661950260548243","0.503980442215847"
"79","4174","0.264481862018576","-0.026681291209492"
"80","4175","0.668839780042085","-0.0897534499627879"
