Hour,Isolate,LogCount,Count
192,FSL R10-1113,8.06976406,1.17E+08
192,FSL R10-1113,8.152232702,1.42E+08
192,FSL R10-0941,7.945435692,8.82E+07
192,FSL R10-0941,7.982817449,9.61E+07
192,FSL R10-0054,8.085950803,1.22E+08
192,FSL R10-0054,8.084181795,1.21E+08
192,FSL R10-0151,7.787380721,6.13E+07
192,FSL R10-0151,7.728442937,5.35E+07
192,FSL R10-0553,7.750593055,5.63E+07
192,FSL R10-0553,7.75773231,5.72E+07
216,FSL R10-0531,8.261612106,1.83E+08
216,FSL R10-0531,8.557843189,3.61E+08
216,FSL R10-1099,8.370756567,2.35E+08
216,FSL R10-1099,8.331954463,2.15E+08
216,FSL R10-1113,8.472832434,2.97E+08
216,FSL R10-1113,8.484414284,3.05E+08
216,FSL R10-0941,8.216384573,1.65E+08
216,FSL R10-0941,8.247053375,1.77E+08
216,FSL R10-0054,8.211055707,1.63E+08
216,FSL R10-0054,8.108750662,1.28E+08
216,FSL R10-0151,7.901841596,7.98E+07
216,FSL R10-0151,7.93556494,8.62E+07
216,FSL R10-0553,7.966857311,9.27E+07
216,FSL R10-0553,7.959833548,9.12E+07
240,FSL R10-0531,8.478661966,3.01E+08
240,FSL R10-0531,8.451789824,2.83E+08
240,FSL R10-1099,8.55542372,3.59E+08
240,FSL R10-1099,8.469888059,2.95E+08
240,FSL R10-1113,8.725910613,5.32E+08
240,FSL R10-1113,8.743334481,5.54E+08
240,FSL R10-0941,8.315407941,2.07E+08
240,FSL R10-0941,8.247053375,1.77E+08
240,FSL R10-0054,8.221648803,1.67E+08
240,FSL R10-0054,8.231989617,1.71E+08
240,FSL R10-0151,8.147062475,1.40E+08
240,FSL R10-0151,8.087712663,1.22E+08
240,FSL R10-0553,8.064231558,1.16E+08
240,FSL R10-0553,8.193858937,1.56E+08
264,FSL R10-0531,8.57208364,3.73E+08
264,FSL R10-0531,8.565021799,3.67E+08
264,FSL R10-1099,8.735952527,5.44E+08
264,FSL R10-1099,8.601423788,3.99E+08
264,FSL R10-1113,8.776215711,5.97E+08
264,FSL R10-1113,8.791767561,6.19E+08
264,FSL R10-0941,9.258799762,1.81E+09
264,FSL R10-0941,9.29170192,1.96E+09
264,FSL R10-0054,8.355649147,2.27E+08
264,FSL R10-0054,8.3399972,2.19E+08
264,FSL R10-0151,7.39948072,2.51E+07
264,FSL R10-0151,7.306892056,2.03E+07
264,FSL R10-0553,8.309952277,2.04E+08
264,FSL R10-0553,8.258799746,1.81E+08
288,FSL R10-0531,8.585871935,3.85E+08
288,FSL R10-0531,8.503967828,3.19E+08
288,FSL R10-1099,8.650875578,4.48E+08
288,FSL R10-1099,8.618541058,4.15E+08
288,FSL R10-1113,8.835337169,6.84E+08
288,FSL R10-1113,8.899135698,7.93E+08
288,FSL R10-0941,8.261612106,1.83E+08
288,FSL R10-0941,8.335994465,2.17E+08
